  Residual norms for solver_ solve.
  0 KSP Residual norm 4.158921121498e-01 
  1 KSP Residual norm 9.434927356433e-03 
  2 KSP Residual norm 4.575418027541e-03 
  3 KSP Residual norm 1.261222675386e-03 
  4 KSP Residual norm 7.251906581249e-04 
  5 KSP Residual norm 7.134542879894e-04 
  6 KSP Residual norm 3.013558388085e-04 
  7 KSP Residual norm 1.425764591618e-04 
  8 KSP Residual norm 7.695280960377e-05 
  9 KSP Residual norm 4.506629772030e-05 
 10 KSP Residual norm 3.222361409843e-05 
 11 KSP Residual norm 2.953255309934e-05 
 12 KSP Residual norm 1.551686195613e-05 
 13 KSP Residual norm 9.676515702896e-06 
 14 KSP Residual norm 6.040252188338e-06 
 15 KSP Residual norm 3.931021652245e-06 
 16 KSP Residual norm 3.928153267377e-06 
 17 KSP Residual norm 2.278457253977e-06 
 18 KSP Residual norm 1.253956354642e-06 
 19 KSP Residual norm 6.546203848728e-07 
 20 KSP Residual norm 2.635825401620e-07 
 21 KSP Residual norm 2.591221390344e-07 
 22 KSP Residual norm 1.022201643146e-07 
 23 KSP Residual norm 4.563425530690e-08 
 24 KSP Residual norm 1.634880886686e-08 
 25 KSP Residual norm 7.328017413132e-09 
 26 KSP Residual norm 4.777191945204e-09 
 27 KSP Residual norm 4.202644250404e-09 
 28 KSP Residual norm 2.519243687114e-09 
 29 KSP Residual norm 1.494306214435e-09 
 30 KSP Residual norm 9.609124119561e-10 
 31 KSP Residual norm 4.759301700920e-10 
 32 KSP Residual norm 4.753849779602e-10 
 33 KSP Residual norm 2.290258967325e-10 
 34 KSP Residual norm 1.282554580274e-10 
 35 KSP Residual norm 6.493570585011e-11 
