  Residual norms for solver_ solve.
  0 KSP Residual norm 4.090951986872e-01 
  1 KSP Residual norm 3.495933123400e-03 
  2 KSP Residual norm 1.713844097535e-03 
  3 KSP Residual norm 5.386165108975e-04 
  4 KSP Residual norm 3.480319265662e-04 
  5 KSP Residual norm 3.060121378051e-04 
  6 KSP Residual norm 1.366641304667e-04 
  7 KSP Residual norm 5.964670361788e-05 
  8 KSP Residual norm 3.423179787007e-05 
  9 KSP Residual norm 3.418597239182e-05 
 10 KSP Residual norm 1.908437976984e-05 
 11 KSP Residual norm 1.198294837299e-05 
 12 KSP Residual norm 6.088088563328e-06 
 13 KSP Residual norm 3.505787713300e-06 
 14 KSP Residual norm 3.458505658564e-06 
 15 KSP Residual norm 2.176967762899e-06 
 16 KSP Residual norm 1.341941769017e-06 
 17 KSP Residual norm 8.942562356265e-07 
 18 KSP Residual norm 8.787047710101e-07 
 19 KSP Residual norm 5.338792538875e-07 
 20 KSP Residual norm 3.110891940628e-07 
 21 KSP Residual norm 1.840500680863e-07 
 22 KSP Residual norm 9.955575006316e-08 
 23 KSP Residual norm 9.949905947515e-08 
 24 KSP Residual norm 4.365687446520e-08 
 25 KSP Residual norm 1.766496387762e-08 
 26 KSP Residual norm 8.778570109876e-09 
 27 KSP Residual norm 6.463639270470e-09 
 28 KSP Residual norm 3.460518991138e-09 
 29 KSP Residual norm 1.768482847722e-09 
 30 KSP Residual norm 1.339844405768e-09 
 31 KSP Residual norm 1.122003749147e-09 
 32 KSP Residual norm 9.845401171940e-10 
 33 KSP Residual norm 8.877219257932e-10 
 34 KSP Residual norm 8.147988232150e-10 
 35 KSP Residual norm 7.573236468159e-10 
 36 KSP Residual norm 7.105142152058e-10 
 37 KSP Residual norm 6.714334912192e-10 
 38 KSP Residual norm 6.381648426597e-10 
 39 KSP Residual norm 6.093978529045e-10 
 40 KSP Residual norm 5.842046259608e-10 
 41 KSP Residual norm 5.619204248782e-10 
 42 KSP Residual norm 5.421015067752e-10 
 43 KSP Residual norm 5.245845955746e-10 
 44 KSP Residual norm 5.095485829601e-10 
 45 KSP Residual norm 4.969493665636e-10 
 46 KSP Residual norm 4.855586440054e-10 
 47 KSP Residual norm 4.740130411908e-10 
 48 KSP Residual norm 4.623963079004e-10 
 49 KSP Residual norm 4.512386379615e-10 
 50 KSP Residual norm 4.407498540170e-10 
 51 KSP Residual norm 4.309360510124e-10 
 52 KSP Residual norm 4.217446969686e-10 
 53 KSP Residual norm 4.131164843911e-10 
 54 KSP Residual norm 4.049968592355e-10 
 55 KSP Residual norm 3.973378928927e-10 
 56 KSP Residual norm 3.900976282102e-10 
 57 KSP Residual norm 3.832392609799e-10 
 58 KSP Residual norm 3.767303569685e-10 
 59 KSP Residual norm 3.705422124911e-10 
 60 KSP Residual norm 3.646493192750e-10 
 61 KSP Residual norm 3.590289216603e-10 
 62 KSP Residual norm 3.536606459659e-10 
 63 KSP Residual norm 3.485261892588e-10 
 64 KSP Residual norm 3.436090563663e-10 
 65 KSP Residual norm 3.388943366091e-10 
 66 KSP Residual norm 3.343685133313e-10 
 67 KSP Residual norm 3.300193006898e-10 
 68 KSP Residual norm 3.258355032055e-10 
 69 KSP Residual norm 3.218068944195e-10 
 70 KSP Residual norm 3.179241116561e-10 
 71 KSP Residual norm 3.141785644252e-10 
 72 KSP Residual norm 3.105623544243e-10 
 73 KSP Residual norm 3.070682054411e-10 
 74 KSP Residual norm 3.036894017426e-10 
 75 KSP Residual norm 3.004197337604e-10 
 76 KSP Residual norm 2.972534500748e-10 
 77 KSP Residual norm 2.941852148506e-10 
 78 KSP Residual norm 2.912100700082e-10 
 79 KSP Residual norm 2.883234015204e-10 
 80 KSP Residual norm 2.855209093128e-10 
 81 KSP Residual norm 2.827985803211e-10 
 82 KSP Residual norm 2.801526643222e-10 
 83 KSP Residual norm 2.775796522060e-10 
 84 KSP Residual norm 2.750762564045e-10 
 85 KSP Residual norm 2.726393932266e-10 
 86 KSP Residual norm 2.702661668857e-10 
 87 KSP Residual norm 2.679538550296e-10 
 88 KSP Residual norm 2.656998956105e-10 
 89 KSP Residual norm 2.635018749485e-10 
 90 KSP Residual norm 2.613575168652e-10 
 91 KSP Residual norm 2.592646727732e-10 
 92 KSP Residual norm 2.572213126256e-10 
 93 KSP Residual norm 2.552255166378e-10 
 94 KSP Residual norm 2.532754677052e-10 
 95 KSP Residual norm 2.513694444479e-10 
 96 KSP Residual norm 2.495058148240e-10 
 97 KSP Residual norm 2.476830302547e-10 
 98 KSP Residual norm 2.458996202159e-10 
 99 KSP Residual norm 2.441541872513e-10 
100 KSP Residual norm 2.054198669002e-09 
101 KSP Residual norm 2.019887746579e-09 
102 KSP Residual norm 1.231793733609e-09 
103 KSP Residual norm 4.788245526944e-10 
104 KSP Residual norm 2.767944201632e-10 
105 KSP Residual norm 2.738079500975e-10 
106 KSP Residual norm 1.895552011607e-10 
107 KSP Residual norm 1.302349743180e-10 
108 KSP Residual norm 8.076193120345e-11 
