  Residual norms for solver_ solve.
  0 KSP Residual norm 2.096396347974e-01 
  1 KSP Residual norm 1.166532939722e-02 
  2 KSP Residual norm 5.416072086121e-03 
  3 KSP Residual norm 1.273374903489e-03 
  4 KSP Residual norm 7.617569272373e-04 
  5 KSP Residual norm 7.605199305296e-04 
  6 KSP Residual norm 3.206453254913e-04 
  7 KSP Residual norm 1.702158725155e-04 
  8 KSP Residual norm 1.020260851366e-04 
  9 KSP Residual norm 7.302898076028e-05 
 10 KSP Residual norm 6.837214084065e-05 
 11 KSP Residual norm 4.024451219805e-05 
 12 KSP Residual norm 2.366074832851e-05 
 13 KSP Residual norm 1.559376814063e-05 
 14 KSP Residual norm 1.386326395267e-05 
 15 KSP Residual norm 9.180932059508e-06 
 16 KSP Residual norm 5.062662906204e-06 
 17 KSP Residual norm 2.248460992322e-06 
 18 KSP Residual norm 9.239756256802e-07 
 19 KSP Residual norm 9.214727891697e-07 
 20 KSP Residual norm 4.144497958198e-07 
 21 KSP Residual norm 1.651505131877e-07 
 22 KSP Residual norm 8.402860352640e-08 
 23 KSP Residual norm 4.346685933500e-08 
 24 KSP Residual norm 4.345700240101e-08 
 25 KSP Residual norm 2.685592470799e-08 
 26 KSP Residual norm 1.892653161613e-08 
 27 KSP Residual norm 1.208101898024e-08 
 28 KSP Residual norm 6.570210350598e-09 
 29 KSP Residual norm 6.566516005453e-09 
 30 KSP Residual norm 3.161074629728e-09 
 31 KSP Residual norm 1.849332237046e-09 
 32 KSP Residual norm 1.449924859344e-09 
 33 KSP Residual norm 1.230945841428e-09 
 34 KSP Residual norm 1.096299403183e-09 
 35 KSP Residual norm 1.088152184728e-09 
 36 KSP Residual norm 9.869628342737e-10 
 37 KSP Residual norm 9.093385167641e-10 
 38 KSP Residual norm 8.475359906364e-10 
 39 KSP Residual norm 7.968323084063e-10 
 40 KSP Residual norm 7.542599907144e-10 
 41 KSP Residual norm 7.178548530205e-10 
 42 KSP Residual norm 6.862585960220e-10 
 43 KSP Residual norm 6.584979611135e-10 
 44 KSP Residual norm 6.338559476009e-10 
 45 KSP Residual norm 6.119524309167e-10 
 46 KSP Residual norm 6.005127630156e-10 
 47 KSP Residual norm 5.912151910744e-10 
 48 KSP Residual norm 5.737981776500e-10 
 49 KSP Residual norm 5.572736924978e-10 
 50 KSP Residual norm 5.420992719991e-10 
 51 KSP Residual norm 5.281005481256e-10 
 52 KSP Residual norm 5.151331437258e-10 
 53 KSP Residual norm 5.030763432338e-10 
 54 KSP Residual norm 4.918283295051e-10 
 55 KSP Residual norm 4.813025424746e-10 
 56 KSP Residual norm 4.714248601901e-10 
 57 KSP Residual norm 4.621313913627e-10 
 58 KSP Residual norm 4.533667286197e-10 
 59 KSP Residual norm 4.450825528779e-10 
 60 KSP Residual norm 4.372365088244e-10 
 61 KSP Residual norm 4.297912892935e-10 
 62 KSP Residual norm 4.227138934293e-10 
 63 KSP Residual norm 4.159749844877e-10 
 64 KSP Residual norm 4.095485159053e-10 
 65 KSP Residual norm 4.034113303209e-10 
 66 KSP Residual norm 3.975502642725e-10 
 67 KSP Residual norm 3.920273985609e-10 
 68 KSP Residual norm 3.875471003025e-10 
 69 KSP Residual norm 3.845469333533e-10 
 70 KSP Residual norm 3.811020590312e-10 
 71 KSP Residual norm 3.761640499793e-10 
 72 KSP Residual norm 3.713931074352e-10 
 73 KSP Residual norm 3.667978766709e-10 
 74 KSP Residual norm 3.623691905446e-10 
 75 KSP Residual norm 3.580971263329e-10 
 76 KSP Residual norm 3.539726801406e-10 
 77 KSP Residual norm 3.499875398427e-10 
 78 KSP Residual norm 3.461340363168e-10 
 79 KSP Residual norm 3.424050785212e-10 
 80 KSP Residual norm 3.387940989540e-10 
 81 KSP Residual norm 3.352950049431e-10 
 82 KSP Residual norm 3.319021354053e-10 
 83 KSP Residual norm 3.286102223167e-10 
 84 KSP Residual norm 3.254143563068e-10 
 85 KSP Residual norm 3.223099558629e-10 
 86 KSP Residual norm 3.192927397063e-10 
 87 KSP Residual norm 3.163587019602e-10 
 88 KSP Residual norm 3.135040897836e-10 
 89 KSP Residual norm 3.107253831848e-10 
 90 KSP Residual norm 3.080192767707e-10 
 91 KSP Residual norm 3.053826632103e-10 
 92 KSP Residual norm 3.028126182391e-10 
 93 KSP Residual norm 3.003063870086e-10 
 94 KSP Residual norm 2.978613716979e-10 
 95 KSP Residual norm 2.954751201406e-10 
 96 KSP Residual norm 2.931453155844e-10 
 97 KSP Residual norm 2.908697670504e-10 
 98 KSP Residual norm 2.886464010105e-10 
 99 KSP Residual norm 2.864732528332e-10 
100 KSP Residual norm 2.343537805967e-09 
101 KSP Residual norm 2.334367040827e-09 
102 KSP Residual norm 1.620648191703e-09 
103 KSP Residual norm 1.189648981439e-09 
104 KSP Residual norm 8.729283408622e-10 
105 KSP Residual norm 6.349756207345e-10 
106 KSP Residual norm 6.295083895673e-10 
107 KSP Residual norm 4.189179925641e-10 
108 KSP Residual norm 2.526992595658e-10 
109 KSP Residual norm 1.455132234298e-10 
110 KSP Residual norm 9.661628720044e-11 
