  Residual norms for solver_ solve.
  0 KSP Residual norm 8.266121680435e-01 
  1 KSP Residual norm 2.575356533504e-03 
  2 KSP Residual norm 1.270249285259e-03 
  3 KSP Residual norm 4.238839887023e-04 
  4 KSP Residual norm 2.365134063761e-04 
  5 KSP Residual norm 2.362099048871e-04 
  6 KSP Residual norm 1.090759861913e-04 
  7 KSP Residual norm 4.595987552512e-05 
  8 KSP Residual norm 2.550647773717e-05 
  9 KSP Residual norm 1.371836323626e-05 
 10 KSP Residual norm 1.370478616470e-05 
 11 KSP Residual norm 8.326597545506e-06 
 12 KSP Residual norm 4.214890334485e-06 
 13 KSP Residual norm 2.165937984982e-06 
 14 KSP Residual norm 1.253897836332e-06 
 15 KSP Residual norm 1.252959576982e-06 
 16 KSP Residual norm 7.172258524790e-07 
 17 KSP Residual norm 4.854774587614e-07 
 18 KSP Residual norm 2.869086536611e-07 
 19 KSP Residual norm 1.789972419325e-07 
 20 KSP Residual norm 1.788599685511e-07 
 21 KSP Residual norm 1.060560629223e-07 
 22 KSP Residual norm 6.391380767454e-08 
 23 KSP Residual norm 3.040650308065e-08 
 24 KSP Residual norm 1.498260654957e-08 
 25 KSP Residual norm 1.496107028015e-08 
 26 KSP Residual norm 7.395543070439e-09 
 27 KSP Residual norm 2.886323696953e-09 
 28 KSP Residual norm 1.447119243555e-09 
 29 KSP Residual norm 6.244762798376e-10 
 30 KSP Residual norm 6.238347010435e-10 
 31 KSP Residual norm 2.622141381034e-10 
 32 KSP Residual norm 1.175440000127e-10 
