  Residual norms for solver_ solve.
  0 KSP Residual norm 1.893744613876e+00 
  1 KSP Residual norm 1.636751566101e+00 
  2 KSP Residual norm 1.569947604275e+00 
  3 KSP Residual norm 1.516229895531e+00 
  4 KSP Residual norm 1.493651507195e+00 
  5 KSP Residual norm 1.480971828897e+00 
  6 KSP Residual norm 1.459200787678e+00 
  7 KSP Residual norm 1.444063855661e+00 
  8 KSP Residual norm 1.433433739760e+00 
  9 KSP Residual norm 1.428163437361e+00 
 10 KSP Residual norm 1.423703525097e+00 
 11 KSP Residual norm 1.417551100659e+00 
 12 KSP Residual norm 1.409833495512e+00 
 13 KSP Residual norm 1.402775534548e+00 
 14 KSP Residual norm 1.397607101430e+00 
 15 KSP Residual norm 1.393329729381e+00 
 16 KSP Residual norm 1.390430677750e+00 
 17 KSP Residual norm 1.385324692932e+00 
 18 KSP Residual norm 1.380258949083e+00 
 19 KSP Residual norm 1.376720042958e+00 
 20 KSP Residual norm 1.374089533496e+00 
 21 KSP Residual norm 1.371946618283e+00 
 22 KSP Residual norm 1.369677076738e+00 
 23 KSP Residual norm 1.367336104630e+00 
 24 KSP Residual norm 1.364009333922e+00 
 25 KSP Residual norm 1.360643694306e+00 
 26 KSP Residual norm 1.358781101729e+00 
 27 KSP Residual norm 1.356479008894e+00 
 28 KSP Residual norm 1.354373947843e+00 
 29 KSP Residual norm 1.352826749775e+00 
 30 KSP Residual norm 1.351221880939e+00 
 31 KSP Residual norm 1.348985562382e+00 
 32 KSP Residual norm 1.346986968250e+00 
 33 KSP Residual norm 1.344389284059e+00 
 34 KSP Residual norm 1.342318222469e+00 
 35 KSP Residual norm 1.340739492234e+00 
 36 KSP Residual norm 1.339948898363e+00 
 37 KSP Residual norm 1.339256396225e+00 
 38 KSP Residual norm 1.337698758738e+00 
 39 KSP Residual norm 1.336138683664e+00 
 40 KSP Residual norm 1.333575927661e+00 
 41 KSP Residual norm 1.332017579884e+00 
 42 KSP Residual norm 1.330815773442e+00 
 43 KSP Residual norm 1.329563739712e+00 
 44 KSP Residual norm 1.328047133584e+00 
 45 KSP Residual norm 1.326006340451e+00 
 46 KSP Residual norm 1.324312480104e+00 
 47 KSP Residual norm 1.323346727346e+00 
 48 KSP Residual norm 1.322559507840e+00 
 49 KSP Residual norm 1.322187103136e+00 
 50 KSP Residual norm 1.321534763329e+00 
 51 KSP Residual norm 1.320568994390e+00 
 52 KSP Residual norm 1.319458642569e+00 
 53 KSP Residual norm 1.318502452360e+00 
 54 KSP Residual norm 1.317565967001e+00 
 55 KSP Residual norm 1.317042479501e+00 
 56 KSP Residual norm 1.316014322185e+00 
 57 KSP Residual norm 1.314481225318e+00 
 58 KSP Residual norm 1.312851773741e+00 
 59 KSP Residual norm 1.311554301878e+00 
 60 KSP Residual norm 1.311106527535e+00 
 61 KSP Residual norm 1.310171354959e+00 
 62 KSP Residual norm 1.309409103588e+00 
 63 KSP Residual norm 1.308163808867e+00 
 64 KSP Residual norm 1.307127415359e+00 
 65 KSP Residual norm 1.306504557410e+00 
 66 KSP Residual norm 1.305872152269e+00 
 67 KSP Residual norm 1.305329948389e+00 
 68 KSP Residual norm 1.304744199840e+00 
 69 KSP Residual norm 1.304398844036e+00 
 70 KSP Residual norm 1.303837948468e+00 
 71 KSP Residual norm 1.303647224974e+00 
 72 KSP Residual norm 1.302999467693e+00 
 73 KSP Residual norm 1.302719732963e+00 
 74 KSP Residual norm 1.302029865454e+00 
 75 KSP Residual norm 1.301865621293e+00 
 76 KSP Residual norm 1.301408668227e+00 
 77 KSP Residual norm 1.300723647597e+00 
 78 KSP Residual norm 1.300359675799e+00 
 79 KSP Residual norm 1.299156806692e+00 
 80 KSP Residual norm 1.298762220748e+00 
 81 KSP Residual norm 1.298257342642e+00 
 82 KSP Residual norm 1.297441308334e+00 
 83 KSP Residual norm 1.296504647789e+00 
 84 KSP Residual norm 1.295031395854e+00 
 85 KSP Residual norm 1.294013935735e+00 
 86 KSP Residual norm 1.293342622228e+00 
 87 KSP Residual norm 1.292399336295e+00 
 88 KSP Residual norm 1.291384773878e+00 
 89 KSP Residual norm 1.290499092948e+00 
 90 KSP Residual norm 1.289567293532e+00 
 91 KSP Residual norm 1.288920547667e+00 
 92 KSP Residual norm 1.288665676214e+00 
 93 KSP Residual norm 1.288003292721e+00 
 94 KSP Residual norm 1.287368656427e+00 
 95 KSP Residual norm 1.286748557173e+00 
 96 KSP Residual norm 1.286189703995e+00 
 97 KSP Residual norm 1.285964588594e+00 
 98 KSP Residual norm 1.285507938124e+00 
 99 KSP Residual norm 1.284897318077e+00 
100 KSP Residual norm 1.284266952283e+00 
