  Residual norms for solver_ solve.
  0 KSP Residual norm 1.598009927279e+00 
  1 KSP Residual norm 1.952876866463e-01 
  2 KSP Residual norm 1.033245519882e-01 
  3 KSP Residual norm 6.222841962568e-02 
  4 KSP Residual norm 5.010050764314e-02 
  5 KSP Residual norm 4.150967278975e-02 
  6 KSP Residual norm 3.401593380498e-02 
  7 KSP Residual norm 3.047735801201e-02 
  8 KSP Residual norm 1.237754541126e-02 
  9 KSP Residual norm 1.109631371650e-02 
 10 KSP Residual norm 5.897602531229e-03 
 11 KSP Residual norm 5.503584197244e-03 
 12 KSP Residual norm 3.413160049627e-03 
 13 KSP Residual norm 3.335065702476e-03 
 14 KSP Residual norm 1.736686276310e-03 
 15 KSP Residual norm 1.669122400278e-03 
 16 KSP Residual norm 1.049986761212e-03 
 17 KSP Residual norm 9.966308820317e-04 
 18 KSP Residual norm 4.929248316832e-04 
 19 KSP Residual norm 4.819547825129e-04 
 20 KSP Residual norm 3.063917478555e-04 
 21 KSP Residual norm 3.020695340823e-04 
 22 KSP Residual norm 2.121259832516e-04 
 23 KSP Residual norm 1.937407873492e-04 
 24 KSP Residual norm 1.091818193917e-04 
 25 KSP Residual norm 9.135189028040e-05 
 26 KSP Residual norm 4.709061810345e-05 
 27 KSP Residual norm 4.323530966137e-05 
 28 KSP Residual norm 2.601294431512e-05 
 29 KSP Residual norm 2.217133126123e-05 
 30 KSP Residual norm 1.284662862436e-05 
 31 KSP Residual norm 1.144176102334e-05 
 32 KSP Residual norm 4.573332037552e-06 
 33 KSP Residual norm 4.044667678745e-06 
 34 KSP Residual norm 1.737299858703e-06 
 35 KSP Residual norm 1.633135180622e-06 
 36 KSP Residual norm 5.141542708939e-07 
 37 KSP Residual norm 5.041005232316e-07 
 38 KSP Residual norm 2.284371376466e-07 
 39 KSP Residual norm 2.257758448472e-07 
 40 KSP Residual norm 1.231369584913e-07 
 41 KSP Residual norm 1.228653966143e-07 
 42 KSP Residual norm 5.690039579627e-08 
 43 KSP Residual norm 5.579344373973e-08 
 44 KSP Residual norm 3.220635396711e-08 
 45 KSP Residual norm 2.994081951405e-08 
 46 KSP Residual norm 1.784847241395e-08 
 47 KSP Residual norm 1.677101758688e-08 
 48 KSP Residual norm 8.107028097392e-09 
 49 KSP Residual norm 6.018403800223e-09 
 50 KSP Residual norm 2.717967640047e-09 
 51 KSP Residual norm 2.264179926949e-09 
 52 KSP Residual norm 9.759323438570e-10 
 53 KSP Residual norm 6.892043527852e-10 
 54 KSP Residual norm 3.605245369483e-10 
 55 KSP Residual norm 2.968858386560e-10 
 56 KSP Residual norm 1.216045823961e-10 
