  Residual norms for solver_ solve.
  0 KSP Residual norm 1.362308299410e+00 
  1 KSP Residual norm 4.236538907704e-02 
  2 KSP Residual norm 3.130144231544e-02 
  3 KSP Residual norm 1.580143353518e-02 
  4 KSP Residual norm 1.531282711462e-02 
  5 KSP Residual norm 7.550164782507e-03 
  6 KSP Residual norm 7.297978376138e-03 
  7 KSP Residual norm 4.119589087823e-03 
  8 KSP Residual norm 3.457925382878e-03 
  9 KSP Residual norm 2.149506595523e-03 
 10 KSP Residual norm 1.622428004156e-03 
 11 KSP Residual norm 1.115529192966e-03 
 12 KSP Residual norm 8.499122206146e-04 
 13 KSP Residual norm 6.107117215871e-04 
 14 KSP Residual norm 4.686798633998e-04 
 15 KSP Residual norm 3.717095247586e-04 
 16 KSP Residual norm 2.291598015467e-04 
 17 KSP Residual norm 1.910969016999e-04 
 18 KSP Residual norm 1.312362932909e-04 
 19 KSP Residual norm 1.210913395094e-04 
 20 KSP Residual norm 9.346325525212e-05 
 21 KSP Residual norm 8.141204170244e-05 
 22 KSP Residual norm 5.382707792351e-05 
 23 KSP Residual norm 4.821219222363e-05 
 24 KSP Residual norm 3.635517100879e-05 
 25 KSP Residual norm 3.030607965159e-05 
 26 KSP Residual norm 2.268980696277e-05 
 27 KSP Residual norm 1.908187911992e-05 
 28 KSP Residual norm 1.329606477360e-05 
 29 KSP Residual norm 1.011851996932e-05 
 30 KSP Residual norm 7.787822693613e-06 
 31 KSP Residual norm 5.997354257253e-06 
 32 KSP Residual norm 4.575487377701e-06 
 33 KSP Residual norm 3.186924758916e-06 
 34 KSP Residual norm 1.927814081631e-06 
 35 KSP Residual norm 1.290805082388e-06 
 36 KSP Residual norm 9.690224265939e-07 
 37 KSP Residual norm 6.937875617198e-07 
 38 KSP Residual norm 4.557738278893e-07 
 39 KSP Residual norm 3.070445381667e-07 
 40 KSP Residual norm 1.865643859472e-07 
 41 KSP Residual norm 1.402169487602e-07 
 42 KSP Residual norm 9.396341809544e-08 
 43 KSP Residual norm 7.115474914612e-08 
 44 KSP Residual norm 4.478261279650e-08 
 45 KSP Residual norm 3.710566187299e-08 
 46 KSP Residual norm 2.206856635813e-08 
 47 KSP Residual norm 2.053270087892e-08 
 48 KSP Residual norm 1.203172614415e-08 
 49 KSP Residual norm 1.186070563888e-08 
 50 KSP Residual norm 8.258959872881e-09 
 51 KSP Residual norm 8.029737063244e-09 
 52 KSP Residual norm 4.728902452722e-09 
 53 KSP Residual norm 4.292417558830e-09 
 54 KSP Residual norm 2.887119655784e-09 
 55 KSP Residual norm 2.521845202918e-09 
 56 KSP Residual norm 1.887532550729e-09 
 57 KSP Residual norm 1.614262866345e-09 
 58 KSP Residual norm 1.004355455844e-09 
 59 KSP Residual norm 8.355560249858e-10 
 60 KSP Residual norm 6.096559094833e-10 
 61 KSP Residual norm 4.950186040458e-10 
 62 KSP Residual norm 2.917562387584e-10 
