  Residual norms for solver_ solve.
  0 KSP Residual norm 2.871873145015e-01 
  1 KSP Residual norm 2.889200550816e-03 
  2 KSP Residual norm 1.695373882223e-03 
  3 KSP Residual norm 8.871372502316e-04 
  4 KSP Residual norm 8.861384907372e-04 
  5 KSP Residual norm 3.443764153178e-04 
  6 KSP Residual norm 1.503413452139e-04 
  7 KSP Residual norm 7.936211494685e-05 
  8 KSP Residual norm 7.861208797273e-05 
  9 KSP Residual norm 4.150632796859e-05 
 10 KSP Residual norm 2.269519527780e-05 
 11 KSP Residual norm 1.262681596966e-05 
 12 KSP Residual norm 1.110163402073e-05 
 13 KSP Residual norm 7.417859552301e-06 
 14 KSP Residual norm 4.460124273676e-06 
 15 KSP Residual norm 2.459154473882e-06 
 16 KSP Residual norm 1.667683484258e-06 
 17 KSP Residual norm 1.517458641740e-06 
 18 KSP Residual norm 9.383003355878e-07 
 19 KSP Residual norm 5.745206499446e-07 
 20 KSP Residual norm 3.798568038212e-07 
 21 KSP Residual norm 3.770442499456e-07 
 22 KSP Residual norm 2.411522011070e-07 
 23 KSP Residual norm 1.337716168385e-07 
 24 KSP Residual norm 6.818391250553e-08 
 25 KSP Residual norm 6.803627679181e-08 
 26 KSP Residual norm 3.482830526562e-08 
 27 KSP Residual norm 1.703633928705e-08 
 28 KSP Residual norm 8.567463546135e-09 
 29 KSP Residual norm 8.563585888556e-09 
 30 KSP Residual norm 3.966372028165e-09 
 31 KSP Residual norm 1.655116992590e-09 
 32 KSP Residual norm 6.649571288983e-10 
 33 KSP Residual norm 6.648547415418e-10 
 34 KSP Residual norm 3.008858203066e-10 
 35 KSP Residual norm 1.582909182043e-10 
 36 KSP Residual norm 8.964666569343e-11 
