  Residual norms for solver_ solve.
  0 KSP Residual norm 1.440066876913e-01 
  1 KSP Residual norm 9.679477214255e-03 
  2 KSP Residual norm 5.826574884592e-03 
  3 KSP Residual norm 2.837316295682e-03 
  4 KSP Residual norm 2.483044656881e-03 
  5 KSP Residual norm 1.136266511151e-03 
  6 KSP Residual norm 5.102977512170e-04 
  7 KSP Residual norm 2.534995772632e-04 
  8 KSP Residual norm 1.390733459747e-04 
  9 KSP Residual norm 1.379103792871e-04 
 10 KSP Residual norm 7.823840859371e-05 
 11 KSP Residual norm 4.757883323984e-05 
 12 KSP Residual norm 3.121574467760e-05 
 13 KSP Residual norm 3.121385588091e-05 
 14 KSP Residual norm 2.217181794637e-05 
 15 KSP Residual norm 1.487210078567e-05 
 16 KSP Residual norm 9.803854989611e-06 
 17 KSP Residual norm 7.618286420100e-06 
 18 KSP Residual norm 6.092223437589e-06 
 19 KSP Residual norm 3.944317090179e-06 
 20 KSP Residual norm 2.424750624651e-06 
 21 KSP Residual norm 1.575479687833e-06 
 22 KSP Residual norm 1.575378490808e-06 
 23 KSP Residual norm 9.258071008083e-07 
 24 KSP Residual norm 5.448845734312e-07 
 25 KSP Residual norm 2.847701168585e-07 
 26 KSP Residual norm 2.222595024443e-07 
 27 KSP Residual norm 1.440354336624e-07 
 28 KSP Residual norm 7.422477482589e-08 
 29 KSP Residual norm 3.832714085055e-08 
 30 KSP Residual norm 2.124578397740e-08 
 31 KSP Residual norm 2.124340211192e-08 
 32 KSP Residual norm 1.289073735922e-08 
 33 KSP Residual norm 9.373272304118e-09 
 34 KSP Residual norm 7.079725173715e-09 
 35 KSP Residual norm 6.710501343250e-09 
 36 KSP Residual norm 5.076865475946e-09 
 37 KSP Residual norm 3.157654675388e-09 
 38 KSP Residual norm 1.684279086044e-09 
 39 KSP Residual norm 8.871784115832e-10 
 40 KSP Residual norm 8.869553937699e-10 
 41 KSP Residual norm 4.923880158933e-10 
 42 KSP Residual norm 3.083720919584e-10 
 43 KSP Residual norm 2.022573497642e-10 
 44 KSP Residual norm 1.959176815808e-10 
 45 KSP Residual norm 1.245016679624e-10 
 46 KSP Residual norm 7.096574003992e-11 
