  Residual norms for solver_ solve.
  0 KSP Residual norm 7.003119646850e-01 
  1 KSP Residual norm 1.626133598627e-01 
  2 KSP Residual norm 1.600059016538e-01 
  3 KSP Residual norm 7.316966684537e-02 
  4 KSP Residual norm 7.303873875081e-02 
  5 KSP Residual norm 6.770207402149e-02 
  6 KSP Residual norm 6.770116738959e-02 
  7 KSP Residual norm 6.763246109215e-02 
  8 KSP Residual norm 6.678182023562e-02 
  9 KSP Residual norm 6.132675474210e-02 
 10 KSP Residual norm 6.128108577244e-02 
 11 KSP Residual norm 6.128045289807e-02 
 12 KSP Residual norm 6.128021319992e-02 
 13 KSP Residual norm 6.126544099020e-02 
 14 KSP Residual norm 6.052549070510e-02 
 15 KSP Residual norm 6.019908921870e-02 
 16 KSP Residual norm 6.019506478941e-02 
 17 KSP Residual norm 5.921596951515e-02 
 18 KSP Residual norm 5.592439712667e-02 
 19 KSP Residual norm 5.512718089582e-02 
 20 KSP Residual norm 5.457650114830e-02 
 21 KSP Residual norm 5.457262414461e-02 
 22 KSP Residual norm 5.457123221174e-02 
 23 KSP Residual norm 5.456818429741e-02 
 24 KSP Residual norm 5.453855955918e-02 
 25 KSP Residual norm 5.453432113079e-02 
 26 KSP Residual norm 5.439682039995e-02 
 27 KSP Residual norm 5.439470148966e-02 
 28 KSP Residual norm 5.439469717750e-02 
 29 KSP Residual norm 5.439387724380e-02 
 30 KSP Residual norm 5.439284411134e-02 
 31 KSP Residual norm 5.439139607231e-02 
 32 KSP Residual norm 5.439098386766e-02 
 33 KSP Residual norm 5.438961541252e-02 
 34 KSP Residual norm 5.374914118183e-02 
 35 KSP Residual norm 5.369662997070e-02 
 36 KSP Residual norm 5.369633096849e-02 
 37 KSP Residual norm 5.369163198576e-02 
 38 KSP Residual norm 5.368361928485e-02 
 39 KSP Residual norm 5.367484254482e-02 
 40 KSP Residual norm 5.367482089827e-02 
 41 KSP Residual norm 5.367460110648e-02 
 42 KSP Residual norm 5.367375936734e-02 
 43 KSP Residual norm 5.367305534106e-02 
 44 KSP Residual norm 5.367299391900e-02 
 45 KSP Residual norm 5.367191128597e-02 
 46 KSP Residual norm 5.367173780393e-02 
 47 KSP Residual norm 5.146346484326e-02 
 48 KSP Residual norm 5.134992245801e-02 
 49 KSP Residual norm 4.815003080052e-02 
 50 KSP Residual norm 4.815003070342e-02 
 51 KSP Residual norm 4.494193956687e-02 
 52 KSP Residual norm 3.904991389928e-02 
 53 KSP Residual norm 3.904652635487e-02 
 54 KSP Residual norm 3.893444994643e-02 
 55 KSP Residual norm 3.841627545537e-02 
 56 KSP Residual norm 3.674687835031e-02 
 57 KSP Residual norm 3.673855932731e-02 
 58 KSP Residual norm 3.673784264546e-02 
 59 KSP Residual norm 3.673117652079e-02 
 60 KSP Residual norm 3.672851398400e-02 
 61 KSP Residual norm 3.670947828034e-02 
 62 KSP Residual norm 3.670412897248e-02 
 63 KSP Residual norm 3.669144151163e-02 
 64 KSP Residual norm 3.665744166050e-02 
 65 KSP Residual norm 3.652818162419e-02 
 66 KSP Residual norm 3.646415890740e-02 
 67 KSP Residual norm 3.585491678112e-02 
 68 KSP Residual norm 3.581960521536e-02 
 69 KSP Residual norm 3.581945246438e-02 
 70 KSP Residual norm 3.572212976420e-02 
 71 KSP Residual norm 3.570982082671e-02 
 72 KSP Residual norm 3.569930926310e-02 
 73 KSP Residual norm 3.569636083219e-02 
 74 KSP Residual norm 3.569224847589e-02 
 75 KSP Residual norm 3.552931716873e-02 
 76 KSP Residual norm 3.552920032741e-02 
 77 KSP Residual norm 3.547237884693e-02 
 78 KSP Residual norm 3.547192609225e-02 
 79 KSP Residual norm 3.547191835257e-02 
 80 KSP Residual norm 3.546795791679e-02 
 81 KSP Residual norm 3.542204896777e-02 
 82 KSP Residual norm 3.468907684950e-02 
 83 KSP Residual norm 3.468761552674e-02 
 84 KSP Residual norm 3.454057552689e-02 
 85 KSP Residual norm 3.444991632651e-02 
 86 KSP Residual norm 3.442025980462e-02 
 87 KSP Residual norm 3.431553301258e-02 
 88 KSP Residual norm 3.428605261155e-02 
 89 KSP Residual norm 3.428267605113e-02 
 90 KSP Residual norm 3.428189038711e-02 
 91 KSP Residual norm 3.428112203232e-02 
 92 KSP Residual norm 3.425550940767e-02 
 93 KSP Residual norm 3.425125797577e-02 
 94 KSP Residual norm 3.424760926758e-02 
 95 KSP Residual norm 3.421862927859e-02 
 96 KSP Residual norm 3.421840336708e-02 
 97 KSP Residual norm 3.421756286018e-02 
 98 KSP Residual norm 3.421724162573e-02 
 99 KSP Residual norm 3.421627468898e-02 
100 KSP Residual norm 7.289554695895e+02 
101 KSP Residual norm 7.014445772703e+02 
102 KSP Residual norm 7.000504936257e+02 
103 KSP Residual norm 6.021149199798e+02 
104 KSP Residual norm 5.724378007718e+02 
105 KSP Residual norm 2.144200027329e+02 
106 KSP Residual norm 2.049220380209e+02 
107 KSP Residual norm 2.012889069649e+02 
108 KSP Residual norm 2.005068092790e+02 
109 KSP Residual norm 1.998418262764e+02 
110 KSP Residual norm 1.998154367322e+02 
111 KSP Residual norm 1.997959967388e+02 
112 KSP Residual norm 1.997910570061e+02 
113 KSP Residual norm 1.997737981446e+02 
114 KSP Residual norm 1.997316876530e+02 
115 KSP Residual norm 1.997208250508e+02 
116 KSP Residual norm 1.997197917966e+02 
117 KSP Residual norm 1.996968391946e+02 
118 KSP Residual norm 1.996633611807e+02 
119 KSP Residual norm 1.995719923074e+02 
120 KSP Residual norm 1.995691638149e+02 
121 KSP Residual norm 1.995673181318e+02 
122 KSP Residual norm 1.995665271667e+02 
