It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	1.1552	1	0	0
1	5.61665e-08	4.86206e-08	2923.25	200
2	5.25248e-09	4.54681e-09	0.179942	51
3	5.25248e-09	4.54681e-09	0	0
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	1.1552	1	0	0
1	4.44092e-09	3.84429e-09	2923.26	29
2	4.44092e-09	3.84429e-09	0	0
