It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	1.63367	1	0	0
1	5.7323e-06	3.50885e-06	5837.58	200
2	6.47626e-07	3.96425e-07	94.3297	200
3	7.85583e-09	4.80871e-09	8.41536	165
4	7.48946e-09	4.58444e-09	0.000411493	1
5	7.48946e-09	4.58444e-09	0	0
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	1.63367	1	0	0
1	5.86646e-09	3.59098e-09	5820.71	26
2	5.86646e-09	3.59098e-09	0	0
