It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	0.574303	1	0	0
1	5.68458e-09	9.89823e-09	2073.28	143
2	5.38941e-09	9.38428e-09	3.29483e-05	1
3	5.38941e-09	9.38428e-09	0	0
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	0.574303	1	0	0
1	5.23685e-09	9.11862e-09	2073.28	31
2	5.23685e-09	9.11862e-09	0	0
