It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	0.812124	1	0	0
1	4.28276e-08	5.27353e-08	4110.18	200
2	7.30672e-09	8.99705e-09	0.295129	40
3	7.30672e-09	8.99705e-09	0	0
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	0.812124	1	0	0
1	5.14456e-09	6.3347e-09	4110.19	29
2	5.14456e-09	6.3347e-09	0	0
