It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	1.14849	1	0	0
1	4.14705e-06	3.61086e-06	8190.37	200
2	3.66521e-07	3.19132e-07	258.264	200
3	2.27794e-08	1.98341e-08	14.9779	200
4	1.07225e-08	9.3361e-09	0.496041	29
5	1.07225e-08	9.3361e-09	0	0
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	1.14849	1	0	0
1	6.57933e-09	5.72866e-09	8184.06	26
2	6.57933e-09	5.72866e-09	0	0
