  Residual norms for solver_ solve.
  0 KSP Residual norm 1.890827264054e+00 
  1 KSP Residual norm 7.890171277620e-04 
  2 KSP Residual norm 7.880353566343e-04 
  3 KSP Residual norm 5.312681760827e-04 
  4 KSP Residual norm 4.325802569768e-04 
  5 KSP Residual norm 4.324631021824e-04 
  6 KSP Residual norm 3.290262724558e-04 
  7 KSP Residual norm 3.238279348611e-04 
  8 KSP Residual norm 3.214818811658e-04 
  9 KSP Residual norm 1.970630058914e-04 
 10 KSP Residual norm 1.968624857857e-04 
 11 KSP Residual norm 1.789246981664e-04 
 12 KSP Residual norm 1.100804700499e-04 
 13 KSP Residual norm 1.100526650464e-04 
 14 KSP Residual norm 7.232360346613e-05 
 15 KSP Residual norm 6.142082814122e-05 
 16 KSP Residual norm 6.137306561207e-05 
 17 KSP Residual norm 3.600295560776e-05 
 18 KSP Residual norm 3.563276232690e-05 
 19 KSP Residual norm 3.511797651560e-05 
 20 KSP Residual norm 2.133791099057e-05 
 21 KSP Residual norm 2.132651784868e-05 
 22 KSP Residual norm 1.768482404536e-05 
 23 KSP Residual norm 1.279512960610e-05 
 24 KSP Residual norm 1.279167104592e-05 
 25 KSP Residual norm 7.985875511375e-06 
 26 KSP Residual norm 7.599739142158e-06 
 27 KSP Residual norm 7.575562589300e-06 
 28 KSP Residual norm 4.440834757552e-06 
 29 KSP Residual norm 4.433287854328e-06 
 30 KSP Residual norm 4.026033752582e-06 
 31 KSP Residual norm 2.524262972794e-06 
 32 KSP Residual norm 2.523697878525e-06 
 33 KSP Residual norm 1.627996280368e-06 
 34 KSP Residual norm 1.517069193154e-06 
 35 KSP Residual norm 1.514427233818e-06 
 36 KSP Residual norm 9.401293205567e-07 
 37 KSP Residual norm 9.378353462787e-07 
 38 KSP Residual norm 8.950965080589e-07 
 39 KSP Residual norm 6.181707703601e-07 
 40 KSP Residual norm 6.180562177344e-07 
 41 KSP Residual norm 4.424926429579e-07 
 42 KSP Residual norm 4.154849288072e-07 
 43 KSP Residual norm 4.150031436269e-07 
 44 KSP Residual norm 2.718939512634e-07 
 45 KSP Residual norm 2.708244345325e-07 
 46 KSP Residual norm 2.645090182823e-07 
 47 KSP Residual norm 1.691242847122e-07 
 48 KSP Residual norm 1.690722227516e-07 
 49 KSP Residual norm 1.197696880789e-07 
 50 KSP Residual norm 1.017870063694e-07 
 51 KSP Residual norm 1.016624020502e-07 
 52 KSP Residual norm 5.576420673732e-08 
 53 KSP Residual norm 5.547293911532e-08 
 54 KSP Residual norm 5.291016855953e-08 
 55 KSP Residual norm 3.115796954736e-08 
 56 KSP Residual norm 3.114960380404e-08 
 57 KSP Residual norm 1.993107362654e-08 
 58 KSP Residual norm 1.766274083155e-08 
 59 KSP Residual norm 1.763585161117e-08 
 60 KSP Residual norm 9.957904276592e-09 
 61 KSP Residual norm 9.914170993134e-09 
 62 KSP Residual norm 9.524605904669e-09 
 63 KSP Residual norm 5.774339864098e-09 
 64 KSP Residual norm 5.772744981423e-09 
 65 KSP Residual norm 3.976270644119e-09 
 66 KSP Residual norm 3.332037871598e-09 
 67 KSP Residual norm 3.329640519678e-09 
 68 KSP Residual norm 1.934403248317e-09 
 69 KSP Residual norm 1.913391831313e-09 
 70 KSP Residual norm 1.886376669533e-09 
 71 KSP Residual norm 1.079582167811e-09 
 72 KSP Residual norm 1.079045998698e-09 
 73 KSP Residual norm 8.061380589226e-10 
 74 KSP Residual norm 5.949360041353e-10 
 75 KSP Residual norm 5.946928121792e-10 
 76 KSP Residual norm 3.440767857155e-10 
