  Residual norms for solver_ solve.
  0 KSP Residual norm 1.329256991006e+00 
  1 KSP Residual norm 5.536579781933e-04 
  2 KSP Residual norm 5.531184732805e-04 
  3 KSP Residual norm 5.170634993631e-04 
  4 KSP Residual norm 3.035652262805e-04 
  5 KSP Residual norm 3.034464374812e-04 
  6 KSP Residual norm 3.018076289241e-04 
  7 KSP Residual norm 2.272090464634e-04 
  8 KSP Residual norm 2.270043947547e-04 
  9 KSP Residual norm 2.259708742472e-04 
 10 KSP Residual norm 1.382789999616e-04 
 11 KSP Residual norm 1.379679105225e-04 
 12 KSP Residual norm 1.375821604191e-04 
 13 KSP Residual norm 7.755697977022e-05 
 14 KSP Residual norm 7.716313033222e-05 
 15 KSP Residual norm 7.706379124535e-05 
 16 KSP Residual norm 4.355300807744e-05 
 17 KSP Residual norm 4.306764455431e-05 
 18 KSP Residual norm 4.304803586436e-05 
 19 KSP Residual norm 2.574439751846e-05 
 20 KSP Residual norm 2.500007523193e-05 
 21 KSP Residual norm 2.499513911328e-05 
 22 KSP Residual norm 1.589215326618e-05 
 23 KSP Residual norm 1.497437914413e-05 
 24 KSP Residual norm 1.497281477901e-05 
 25 KSP Residual norm 9.875950202188e-06 
 26 KSP Residual norm 8.981746941442e-06 
 27 KSP Residual norm 8.980975212901e-06 
 28 KSP Residual norm 6.004599461521e-06 
 29 KSP Residual norm 5.332994340329e-06 
 30 KSP Residual norm 5.332569054232e-06 
 31 KSP Residual norm 3.810638477943e-06 
 32 KSP Residual norm 3.107272808529e-06 
 33 KSP Residual norm 3.107102863081e-06 
 34 KSP Residual norm 2.335972738548e-06 
 35 KSP Residual norm 1.770701602829e-06 
 36 KSP Residual norm 1.770611480708e-06 
 37 KSP Residual norm 1.416577917189e-06 
 38 KSP Residual norm 1.065741520792e-06 
 39 KSP Residual norm 1.065681984218e-06 
 40 KSP Residual norm 8.673340055342e-07 
 41 KSP Residual norm 6.593460199419e-07 
 42 KSP Residual norm 6.593120589301e-07 
 43 KSP Residual norm 5.545903476568e-07 
 44 KSP Residual norm 4.342742574881e-07 
 45 KSP Residual norm 4.342541771803e-07 
 46 KSP Residual norm 3.634075547489e-07 
 47 KSP Residual norm 2.909581225260e-07 
 48 KSP Residual norm 2.909455412424e-07 
 49 KSP Residual norm 2.431123798268e-07 
 50 KSP Residual norm 1.888229600526e-07 
 51 KSP Residual norm 1.888135417062e-07 
 52 KSP Residual norm 1.563177465018e-07 
 53 KSP Residual norm 1.176532298207e-07 
 54 KSP Residual norm 1.176478186086e-07 
 55 KSP Residual norm 9.536843834344e-08 
 56 KSP Residual norm 7.050722900232e-08 
 57 KSP Residual norm 7.050309893356e-08 
 58 KSP Residual norm 5.885617562044e-08 
 59 KSP Residual norm 3.844893481138e-08 
 60 KSP Residual norm 3.844542640259e-08 
 61 KSP Residual norm 3.311775286524e-08 
 62 KSP Residual norm 2.158645697281e-08 
 63 KSP Residual norm 2.158477929754e-08 
 64 KSP Residual norm 1.780735865756e-08 
 65 KSP Residual norm 1.219700481554e-08 
 66 KSP Residual norm 1.219628033726e-08 
 67 KSP Residual norm 9.942084664513e-09 
 68 KSP Residual norm 6.838926183635e-09 
 69 KSP Residual norm 6.838457667055e-09 
 70 KSP Residual norm 5.930335386683e-09 
 71 KSP Residual norm 3.964630190576e-09 
 72 KSP Residual norm 3.964346185576e-09 
 73 KSP Residual norm 3.424698100508e-09 
 74 KSP Residual norm 2.284095543163e-09 
 75 KSP Residual norm 2.283933997784e-09 
 76 KSP Residual norm 1.950690854474e-09 
 77 KSP Residual norm 1.306869506454e-09 
 78 KSP Residual norm 1.306785880591e-09 
 79 KSP Residual norm 1.055157371558e-09 
 80 KSP Residual norm 7.316920085790e-10 
 81 KSP Residual norm 7.316468740428e-10 
 82 KSP Residual norm 5.864825343220e-10 
 83 KSP Residual norm 4.022952170383e-10 
 84 KSP Residual norm 4.022678907490e-10 
 85 KSP Residual norm 3.168159662744e-10 
 86 KSP Residual norm 2.275321394225e-10 
