  Residual norms for solver_ solve.
  0 KSP Residual norm 7.180240607286e-01 
  1 KSP Residual norm 3.673659730925e-02 
  2 KSP Residual norm 1.279068575439e-02 
  3 KSP Residual norm 4.415928768530e-03 
  4 KSP Residual norm 4.321625671686e-03 
  5 KSP Residual norm 1.992378432396e-03 
  6 KSP Residual norm 1.268221218557e-03 
  7 KSP Residual norm 4.544410733973e-04 
  8 KSP Residual norm 4.469425993609e-04 
  9 KSP Residual norm 1.732849702723e-04 
 10 KSP Residual norm 3.956953744714e-05 
 11 KSP Residual norm 3.849572068557e-05 
 12 KSP Residual norm 1.344586204324e-05 
 13 KSP Residual norm 6.736684606993e-06 
 14 KSP Residual norm 3.536135157286e-06 
 15 KSP Residual norm 2.382133562895e-06 
 16 KSP Residual norm 1.593063132941e-06 
 17 KSP Residual norm 8.017356026999e-07 
 18 KSP Residual norm 3.943124786222e-07 
 19 KSP Residual norm 7.098100313874e-08 
 20 KSP Residual norm 2.885596348951e-08 
 21 KSP Residual norm 2.458533650240e-08 
 22 KSP Residual norm 1.229393169059e-08 
 23 KSP Residual norm 6.322791971181e-09 
 24 KSP Residual norm 2.457071370300e-09 
 25 KSP Residual norm 1.444637680764e-09 
 26 KSP Residual norm 1.405036415009e-09 
 27 KSP Residual norm 6.129807145498e-10 
 28 KSP Residual norm 2.475238441751e-10 
 29 KSP Residual norm 6.618110769319e-11 
