  Residual norms for solver_ solve.
  0 KSP Residual norm 6.745423651125e-01 
  1 KSP Residual norm 6.067036480920e-03 
  2 KSP Residual norm 2.273774855030e-03 
  3 KSP Residual norm 6.058667011924e-04 
  4 KSP Residual norm 6.054061553215e-04 
  5 KSP Residual norm 2.164810042525e-04 
  6 KSP Residual norm 8.337680644857e-05 
  7 KSP Residual norm 4.025326123656e-05 
  8 KSP Residual norm 3.896577194536e-05 
  9 KSP Residual norm 2.383510417422e-05 
 10 KSP Residual norm 1.092972049718e-05 
 11 KSP Residual norm 1.092146234668e-05 
 12 KSP Residual norm 3.248015040051e-06 
 13 KSP Residual norm 1.230437178482e-06 
 14 KSP Residual norm 5.748473635505e-07 
 15 KSP Residual norm 4.067297776391e-07 
 16 KSP Residual norm 1.236187785256e-07 
 17 KSP Residual norm 4.392362085364e-08 
 18 KSP Residual norm 4.384560998626e-08 
 19 KSP Residual norm 2.211930353306e-08 
 20 KSP Residual norm 9.600386833477e-09 
 21 KSP Residual norm 6.243454241243e-09 
 22 KSP Residual norm 4.749326501126e-09 
 23 KSP Residual norm 2.678346910943e-09 
 24 KSP Residual norm 1.322451984652e-09 
 25 KSP Residual norm 7.509419502868e-10 
 26 KSP Residual norm 6.834218936973e-10 
 27 KSP Residual norm 2.944145585205e-10 
 28 KSP Residual norm 1.254940026752e-10 
