  Residual norms for solver_ solve.
  0 KSP Residual norm 3.830071312609e+00 
  1 KSP Residual norm 4.875443308220e-03 
  2 KSP Residual norm 4.703492431270e-03 
  3 KSP Residual norm 4.703000695429e-03 
  4 KSP Residual norm 4.200629408369e-03 
  5 KSP Residual norm 4.197891526074e-03 
  6 KSP Residual norm 4.044829970728e-03 
  7 KSP Residual norm 4.042388257875e-03 
  8 KSP Residual norm 3.883593448254e-03 
  9 KSP Residual norm 3.877816005517e-03 
 10 KSP Residual norm 3.866225866932e-03 
 11 KSP Residual norm 3.774997061521e-03 
 12 KSP Residual norm 3.720683592197e-03 
 13 KSP Residual norm 3.716061096525e-03 
 14 KSP Residual norm 3.653698341497e-03 
 15 KSP Residual norm 3.562796671305e-03 
 16 KSP Residual norm 3.478287802849e-03 
 17 KSP Residual norm 3.370981664640e-03 
 18 KSP Residual norm 3.160404164454e-03 
 19 KSP Residual norm 3.098046497674e-03 
 20 KSP Residual norm 2.896427193504e-03 
 21 KSP Residual norm 2.644784969337e-03 
 22 KSP Residual norm 2.566214099193e-03 
 23 KSP Residual norm 2.533604441514e-03 
 24 KSP Residual norm 2.519764324078e-03 
 25 KSP Residual norm 2.483071275320e-03 
 26 KSP Residual norm 2.380000444352e-03 
 27 KSP Residual norm 2.111411465636e-03 
 28 KSP Residual norm 1.875714101334e-03 
 29 KSP Residual norm 1.842083334934e-03 
 30 KSP Residual norm 1.587919833793e-03 
 31 KSP Residual norm 1.339514366620e-03 
 32 KSP Residual norm 1.008831937867e-03 
 33 KSP Residual norm 8.092192645010e-04 
 34 KSP Residual norm 6.842252304124e-04 
 35 KSP Residual norm 6.177679668840e-04 
 36 KSP Residual norm 5.442169008240e-04 
 37 KSP Residual norm 4.814059040589e-04 
 38 KSP Residual norm 4.118113544723e-04 
 39 KSP Residual norm 4.034217373797e-04 
 40 KSP Residual norm 3.452864637450e-04 
 41 KSP Residual norm 2.832369566816e-04 
 42 KSP Residual norm 2.518253652863e-04 
 43 KSP Residual norm 2.363079022706e-04 
 44 KSP Residual norm 2.244611764379e-04 
 45 KSP Residual norm 1.980671024723e-04 
 46 KSP Residual norm 1.585146448888e-04 
 47 KSP Residual norm 1.290758028489e-04 
 48 KSP Residual norm 1.190977343536e-04 
 49 KSP Residual norm 1.176388235160e-04 
 50 KSP Residual norm 1.107790150640e-04 
 51 KSP Residual norm 1.024693366658e-04 
 52 KSP Residual norm 8.819552936851e-05 
 53 KSP Residual norm 6.503291426222e-05 
 54 KSP Residual norm 4.941484068428e-05 
 55 KSP Residual norm 4.190033847219e-05 
 56 KSP Residual norm 3.662725140135e-05 
 57 KSP Residual norm 3.369493694839e-05 
