  Residual norms for solver_ solve.
  0 KSP Residual norm 1.195673064239e+00 
  1 KSP Residual norm 3.729583776949e-03 
  2 KSP Residual norm 1.844147090983e-03 
  3 KSP Residual norm 6.161332141989e-04 
  4 KSP Residual norm 3.380205804915e-04 
  5 KSP Residual norm 2.079932827283e-04 
  6 KSP Residual norm 1.542925662513e-04 
  7 KSP Residual norm 6.539488918520e-05 
  8 KSP Residual norm 3.261441067240e-05 
  9 KSP Residual norm 1.781201425367e-05 
 10 KSP Residual norm 1.035003398735e-05 
 11 KSP Residual norm 1.021953185595e-05 
 12 KSP Residual norm 5.211178602149e-06 
 13 KSP Residual norm 2.930434319548e-06 
 14 KSP Residual norm 1.510434407093e-06 
 15 KSP Residual norm 9.836822982514e-07 
 16 KSP Residual norm 5.656581773125e-07 
 17 KSP Residual norm 5.620549864974e-07 
 18 KSP Residual norm 3.637215130847e-07 
 19 KSP Residual norm 2.010065712944e-07 
 20 KSP Residual norm 1.178998149725e-07 
 21 KSP Residual norm 6.747175064851e-08 
 22 KSP Residual norm 3.292592753067e-08 
 23 KSP Residual norm 2.686505530305e-08 
 24 KSP Residual norm 1.467269567010e-08 
 25 KSP Residual norm 5.775368808679e-09 
 26 KSP Residual norm 2.488831051973e-09 
 27 KSP Residual norm 1.215433697391e-09 
 28 KSP Residual norm 1.133307624232e-09 
 29 KSP Residual norm 4.626910055101e-10 
 30 KSP Residual norm 1.999337798450e-10 
  Residual norms for solver_ solve.
  0 KSP Residual norm 1.195673064239e+00 
  1 KSP Residual norm 3.729583776949e-03 
  2 KSP Residual norm 1.844147090983e-03 
  3 KSP Residual norm 6.161332141989e-04 
  4 KSP Residual norm 3.380205804915e-04 
  5 KSP Residual norm 2.079932827283e-04 
  6 KSP Residual norm 1.542925662513e-04 
  7 KSP Residual norm 6.539488918520e-05 
  8 KSP Residual norm 3.261441067240e-05 
  9 KSP Residual norm 1.781201425367e-05 
 10 KSP Residual norm 1.035003398735e-05 
 11 KSP Residual norm 1.021953185595e-05 
 12 KSP Residual norm 5.211178602149e-06 
 13 KSP Residual norm 2.930434319548e-06 
 14 KSP Residual norm 1.510434407093e-06 
 15 KSP Residual norm 9.836822982514e-07 
 16 KSP Residual norm 5.656581773125e-07 
 17 KSP Residual norm 5.620549864974e-07 
 18 KSP Residual norm 3.637215130847e-07 
 19 KSP Residual norm 2.010065712944e-07 
 20 KSP Residual norm 1.178998149725e-07 
 21 KSP Residual norm 6.747175064851e-08 
 22 KSP Residual norm 3.292592753067e-08 
 23 KSP Residual norm 2.686505530305e-08 
 24 KSP Residual norm 1.467269567010e-08 
 25 KSP Residual norm 5.775368808679e-09 
 26 KSP Residual norm 2.488831051973e-09 
 27 KSP Residual norm 1.215433697391e-09 
 28 KSP Residual norm 1.133307624232e-09 
 29 KSP Residual norm 4.626910055101e-10 
 30 KSP Residual norm 1.999337798450e-10 
