1,	0.5,	2,	2,	1,	28,	1.79762e-10
1,	0.5,	2,	3,	1,	31,	2.53201e-10
1,	0.5,	2,	4,	1,	30,	3.91668e-10
1,	0.5,	2,	5,	1,	29,	4.90765e-10
1,	0.5,	2,	6,	1,	28,	8.23546e-10
1,	0.5,	2,	7,	1,	27,	1.11142e-09
1,	0.5,	2,	8,	1,	25,	1.77791e-09
1,	0.25,	4,	2,	1,	32,	2.61123e-10
1,	0.25,	4,	3,	1,	34,	2.37986e-10
1,	0.25,	4,	4,	1,	32,	4.05189e-10
1,	0.25,	4,	5,	1,	31,	4.7209e-10
1,	0.25,	4,	6,	1,	30,	8.8954e-10
1,	0.25,	4,	7,	1,	29,	1.13299e-09
1,	0.25,	4,	8,	1,	26,	2.28464e-09
1,	0.125,	8,	2,	1,	34,	2.93302e-10
1,	0.125,	8,	3,	1,	35,	3.41997e-10
1,	0.125,	8,	4,	1,	33,	4.6937e-10
1,	0.125,	8,	5,	1,	32,	6.84239e-10
1,	0.125,	8,	6,	1,	31,	1.06789e-09
1,	0.125,	8,	7,	1,	30,	1.23815e-09
1,	0.125,	8,	8,	1,	27,	2.80763e-09
1,	0.0625,	16,	2,	1,	36,	4.50994e-10
1,	0.0625,	16,	3,	1,	36,	6.18849e-10
1,	0.0625,	16,	4,	1,	34,	5.95264e-10
1,	0.0625,	16,	5,	1,	33,	9.30011e-10
1,	0.0625,	16,	6,	1,	32,	1.41697e-09
1,	0.0625,	16,	7,	2,	15,	2.42597e-09
1,	0.0625,	16,	8,	1,	28,	2.50827e-09
1,	0.03125,	32,	2,	1,	40,	3.80532e-10
1,	0.03125,	32,	3,	1,	38,	9.0225e-10
1,	0.03125,	32,	4,	3,	11.6667,	1.33002e-09
1,	0.03125,	32,	5,	2,	17,	1.02328e-09
1,	0.03125,	32,	6,	2,	16,	2.6985e-09
1,	0.03125,	32,	7,	2,	15,	3.67779e-09
1,	0.03125,	32,	8,	2,	13,	5.27277e-09
1,	0.015625,	64,	2,	1,	43,	7.43047e-10
1,	0.015625,	64,	3,	2,	19.5,	1.0462e-09
1,	0.015625,	64,	4,	2,	17.5,	1.47731e-09
1,	0.015625,	64,	5,	2,	17,	2.07438e-09
1,	0.015625,	64,	6,	2,	16.5,	2.33958e-09
1,	0.015625,	64,	7,	2,	14.5,	4.44092e-09
1,	0.015625,	64,	8,	2,	13,	5.86646e-09
1,	0.0078125,	128,	2,	2,	24.5,	1.06313e-09
1,	0.0078125,	128,	3,	3,	13,	1.781e-09
1,	0.0078125,	128,	4,	2,	17.5,	2.60514e-09
1,	0.0078125,	128,	5,	2,	17,	3.05737e-09
1,	0.0078125,	128,	6,	2,	15.5,	5.23685e-09
1,	0.0078125,	128,	7,	2,	14.5,	5.14456e-09
1,	0.0078125,	128,	8,	2,	13,	6.57933e-09
