  Residual norms for solver_ solve.
  0 KSP Residual norm 5.029612806409e+00 
  1 KSP Residual norm 1.866816164579e-01 
  2 KSP Residual norm 8.799721070177e-03 
  3 KSP Residual norm 8.799721042519e-03 
  4 KSP Residual norm 8.799721039589e-03 
  5 KSP Residual norm 8.700749280417e-03 
  6 KSP Residual norm 8.872739075715e-04 
  7 KSP Residual norm 3.092819508265e-06 
  8 KSP Residual norm 2.186960290487e-06 
  9 KSP Residual norm 1.785647407870e-06 
 10 KSP Residual norm 1.546416800334e-06 
 11 KSP Residual norm 1.383157654995e-06 
 12 KSP Residual norm 1.262644669411e-06 
 13 KSP Residual norm 1.168981982906e-06 
 14 KSP Residual norm 1.093482636466e-06 
 15 KSP Residual norm 1.030945403464e-06 
 16 KSP Residual norm 9.780407514899e-07 
 17 KSP Residual norm 9.325253188071e-07 
 18 KSP Residual norm 8.928250599876e-07 
 19 KSP Residual norm 8.577986045669e-07 
 20 KSP Residual norm 8.265954459011e-07 
 21 KSP Residual norm 7.985670913186e-07 
 22 KSP Residual norm 7.732092809495e-07 
 23 KSP Residual norm 7.501232017106e-07 
 24 KSP Residual norm 7.289887318703e-07 
 25 KSP Residual norm 7.095455410384e-07 
 26 KSP Residual norm 6.915794577346e-07 
 27 KSP Residual norm 6.749124530156e-07 
 28 KSP Residual norm 6.593951586500e-07 
 29 KSP Residual norm 6.449011951699e-07 
 30 KSP Residual norm 6.313228141432e-07 
 31 KSP Residual norm 6.185675093149e-07 
 32 KSP Residual norm 6.065553519137e-07 
 33 KSP Residual norm 5.952168740727e-07 
 34 KSP Residual norm 5.844913719156e-07 
 35 KSP Residual norm 5.743255333888e-07 
 36 KSP Residual norm 5.646723198565e-07 
 37 KSP Residual norm 5.554900477997e-07 
 38 KSP Residual norm 5.467416296372e-07 
 39 KSP Residual norm 5.383939420776e-07 
 40 KSP Residual norm 5.304172974334e-07 
 41 KSP Residual norm 5.227849986326e-07 
 42 KSP Residual norm 5.154729627052e-07 
 43 KSP Residual norm 5.084594006312e-07 
 44 KSP Residual norm 5.017245438435e-07 
 45 KSP Residual norm 4.952504095556e-07 
 46 KSP Residual norm 4.890205985677e-07 
 47 KSP Residual norm 4.830201203660e-07 
 48 KSP Residual norm 4.772352412672e-07 
 49 KSP Residual norm 4.716533521034e-07 
 50 KSP Residual norm 4.662628525428e-07 
 51 KSP Residual norm 4.610530496302e-07 
 52 KSP Residual norm 4.560140685270e-07 
 53 KSP Residual norm 4.511367737528e-07 
 54 KSP Residual norm 4.464126995008e-07 
 55 KSP Residual norm 4.418339878152e-07 
 56 KSP Residual norm 4.373933336046e-07 
 57 KSP Residual norm 4.330839356148e-07 
 58 KSP Residual norm 4.288994526131e-07 
 59 KSP Residual norm 4.248339641414e-07 
 60 KSP Residual norm 4.208819352854e-07 
 61 KSP Residual norm 4.170381849840e-07 
 62 KSP Residual norm 4.132978574646e-07 
 63 KSP Residual norm 4.096563964473e-07 
 64 KSP Residual norm 4.061095218067e-07 
 65 KSP Residual norm 4.026532084175e-07 
 66 KSP Residual norm 3.992836669487e-07 
 67 KSP Residual norm 3.959973263959e-07 
 68 KSP Residual norm 3.927908181702e-07 
 69 KSP Residual norm 3.896609615812e-07 
 70 KSP Residual norm 3.866047505728e-07 
 71 KSP Residual norm 3.836193415861e-07 
 72 KSP Residual norm 3.807020424367e-07 
 73 KSP Residual norm 3.778503021100e-07 
 74 KSP Residual norm 3.750617013831e-07 
 75 KSP Residual norm 3.723339441990e-07 
 76 KSP Residual norm 3.696648497192e-07 
 77 KSP Residual norm 3.670523449956e-07 
 78 KSP Residual norm 3.644944582031e-07 
 79 KSP Residual norm 3.619893123846e-07 
 80 KSP Residual norm 3.595351196620e-07 
 81 KSP Residual norm 3.571301758733e-07 
 82 KSP Residual norm 3.547728555996e-07 
 83 KSP Residual norm 3.524616075473e-07 
 84 KSP Residual norm 3.501949502586e-07 
 85 KSP Residual norm 3.479714681199e-07 
 86 KSP Residual norm 3.457898076471e-07 
 87 KSP Residual norm 3.436486740224e-07 
 88 KSP Residual norm 3.415468278654e-07 
 89 KSP Residual norm 3.394830822181e-07 
 90 KSP Residual norm 3.374562997280e-07 
 91 KSP Residual norm 3.354653900141e-07 
 92 KSP Residual norm 3.335093072020e-07 
 93 KSP Residual norm 3.315870476150e-07 
 94 KSP Residual norm 3.296976476101e-07 
