  Residual norms for solver_ solve.
  0 KSP Residual norm 3.686986146556e-06 
  1 KSP Residual norm 3.686986146548e-06 
  2 KSP Residual norm 3.686986146523e-06 
  3 KSP Residual norm 3.686986146466e-06 
  4 KSP Residual norm 3.686986146032e-06 
  5 KSP Residual norm 3.380992213980e-08 
  6 KSP Residual norm 8.605400941146e-09 
  7 KSP Residual norm 2.121765951191e-09 
  8 KSP Residual norm 5.819412485071e-10 
  9 KSP Residual norm 1.598533977552e-10 
 10 KSP Residual norm 3.876477593368e-11 
  Residual norms for solver_ solve.
  0 KSP Residual norm 3.686986146556e-06 
  1 KSP Residual norm 3.686986146548e-06 
  2 KSP Residual norm 3.686986146523e-06 
  3 KSP Residual norm 3.686986146466e-06 
  4 KSP Residual norm 3.686986146032e-06 
  5 KSP Residual norm 3.380992213980e-08 
  6 KSP Residual norm 8.605400941146e-09 
  7 KSP Residual norm 2.121765951191e-09 
  8 KSP Residual norm 5.819412485071e-10 
  9 KSP Residual norm 1.598533977552e-10 
 10 KSP Residual norm 3.876477593368e-11 
  Residual norms for solver_ solve.
  0 KSP Residual norm 4.625906393479e-01 
  1 KSP Residual norm 4.622629301957e-01 
  2 KSP Residual norm 4.620276455642e-01 
  3 KSP Residual norm 4.618097783998e-01 
  4 KSP Residual norm 4.617167098712e-01 
  5 KSP Residual norm 4.572863069019e-01 
  6 KSP Residual norm 4.555320928930e-01 
  7 KSP Residual norm 4.546699130458e-01 
  8 KSP Residual norm 4.536874354121e-01 
  9 KSP Residual norm 4.525654979395e-01 
 10 KSP Residual norm 4.518166693089e-01 
 11 KSP Residual norm 4.510460408621e-01 
 12 KSP Residual norm 4.498223047886e-01 
 13 KSP Residual norm 4.489325866342e-01 
 14 KSP Residual norm 4.478275459736e-01 
 15 KSP Residual norm 4.469078057365e-01 
 16 KSP Residual norm 4.459102946848e-01 
 17 KSP Residual norm 4.450143848478e-01 
 18 KSP Residual norm 4.441456983893e-01 
 19 KSP Residual norm 4.433471203738e-01 
 20 KSP Residual norm 4.427624122061e-01 
 21 KSP Residual norm 4.421150699652e-01 
 22 KSP Residual norm 4.416130991135e-01 
 23 KSP Residual norm 4.410554809414e-01 
 24 KSP Residual norm 4.405453494722e-01 
 25 KSP Residual norm 4.400718409636e-01 
 26 KSP Residual norm 4.395599924793e-01 
 27 KSP Residual norm 4.392782051681e-01 
 28 KSP Residual norm 4.391070461585e-01 
 29 KSP Residual norm 4.386929829148e-01 
 30 KSP Residual norm 4.384079172278e-01 
 31 KSP Residual norm 4.381980888572e-01 
 32 KSP Residual norm 4.380185557489e-01 
 33 KSP Residual norm 4.376861625301e-01 
 34 KSP Residual norm 4.374872759526e-01 
 35 KSP Residual norm 4.373397865136e-01 
 36 KSP Residual norm 4.371558291894e-01 
 37 KSP Residual norm 4.369075385077e-01 
 38 KSP Residual norm 4.366712821477e-01 
 39 KSP Residual norm 4.365010444419e-01 
 40 KSP Residual norm 4.364237761336e-01 
 41 KSP Residual norm 4.363529683726e-01 
 42 KSP Residual norm 4.361814181480e-01 
 43 KSP Residual norm 4.359286329315e-01 
 44 KSP Residual norm 4.357118359951e-01 
 45 KSP Residual norm 4.355902891043e-01 
 46 KSP Residual norm 4.355003516033e-01 
 47 KSP Residual norm 4.354218359807e-01 
 48 KSP Residual norm 4.353813874143e-01 
 49 KSP Residual norm 4.353412988274e-01 
 50 KSP Residual norm 4.352563865257e-01 
 51 KSP Residual norm 4.350613029065e-01 
 52 KSP Residual norm 4.349054119035e-01 
 53 KSP Residual norm 4.347406313552e-01 
 54 KSP Residual norm 4.346086781014e-01 
 55 KSP Residual norm 4.345484160355e-01 
 56 KSP Residual norm 4.345179519426e-01 
 57 KSP Residual norm 4.344943521441e-01 
 58 KSP Residual norm 4.344256871855e-01 
 59 KSP Residual norm 4.343663404203e-01 
 60 KSP Residual norm 4.343290614175e-01 
 61 KSP Residual norm 4.343168236904e-01 
 62 KSP Residual norm 4.342859331297e-01 
 63 KSP Residual norm 4.342610215479e-01 
 64 KSP Residual norm 4.342313736278e-01 
 65 KSP Residual norm 4.341728116606e-01 
 66 KSP Residual norm 4.341435843344e-01 
 67 KSP Residual norm 4.340887819643e-01 
 68 KSP Residual norm 4.340256170222e-01 
 69 KSP Residual norm 4.339878873301e-01 
 70 KSP Residual norm 4.339473914495e-01 
 71 KSP Residual norm 4.339343612680e-01 
 72 KSP Residual norm 4.338701842892e-01 
 73 KSP Residual norm 4.338453581645e-01 
 74 KSP Residual norm 4.338344007271e-01 
 75 KSP Residual norm 4.338010049432e-01 
 76 KSP Residual norm 4.337642896138e-01 
 77 KSP Residual norm 4.337402640253e-01 
 78 KSP Residual norm 4.337402600569e-01 
 79 KSP Residual norm 4.337365999577e-01 
 80 KSP Residual norm 4.337269903050e-01 
 81 KSP Residual norm 4.337142310932e-01 
 82 KSP Residual norm 4.337121764260e-01 
 83 KSP Residual norm 4.337116095698e-01 
 84 KSP Residual norm 4.336956532563e-01 
 85 KSP Residual norm 4.336906786146e-01 
 86 KSP Residual norm 4.336901933345e-01 
 87 KSP Residual norm 4.336898562605e-01 
 88 KSP Residual norm 4.336865259186e-01 
 89 KSP Residual norm 4.336755520910e-01 
 90 KSP Residual norm 4.336702509268e-01 
 91 KSP Residual norm 4.336702441453e-01 
 92 KSP Residual norm 4.336681699315e-01 
 93 KSP Residual norm 4.336670545676e-01 
 94 KSP Residual norm 4.336651006775e-01 
 95 KSP Residual norm 4.336632748638e-01 
 96 KSP Residual norm 4.336584413442e-01 
 97 KSP Residual norm 4.336583906116e-01 
 98 KSP Residual norm 4.336520263099e-01 
 99 KSP Residual norm 4.336429904324e-01 
100 KSP Residual norm 4.620219233777e-01 
101 KSP Residual norm 4.620218749087e-01 
102 KSP Residual norm 4.620218238331e-01 
103 KSP Residual norm 4.620217646074e-01 
104 KSP Residual norm 4.620216903234e-01 
105 KSP Residual norm 4.616423384406e-01 
106 KSP Residual norm 4.453889857302e-01 
107 KSP Residual norm 4.376050393016e-01 
108 KSP Residual norm 4.362196288171e-01 
109 KSP Residual norm 4.352057146003e-01 
110 KSP Residual norm 4.350499657018e-01 
111 KSP Residual norm 4.350115772736e-01 
112 KSP Residual norm 4.349474530738e-01 
113 KSP Residual norm 4.348918203346e-01 
114 KSP Residual norm 4.348812554366e-01 
115 KSP Residual norm 4.348808284982e-01 
116 KSP Residual norm 4.348805786923e-01 
117 KSP Residual norm 4.348682912210e-01 
118 KSP Residual norm 4.348682603410e-01 
119 KSP Residual norm 4.348679334303e-01 
120 KSP Residual norm 4.348675154006e-01 
121 KSP Residual norm 4.348600354732e-01 
122 KSP Residual norm 4.348503760245e-01 
123 KSP Residual norm 4.348496411452e-01 
124 KSP Residual norm 4.348457381247e-01 
125 KSP Residual norm 4.348377757579e-01 
126 KSP Residual norm 4.348255536913e-01 
127 KSP Residual norm 4.348190376600e-01 
128 KSP Residual norm 4.348187802190e-01 
129 KSP Residual norm 4.348150942639e-01 
130 KSP Residual norm 4.348068259982e-01 
131 KSP Residual norm 4.348045691183e-01 
132 KSP Residual norm 4.348043416429e-01 
133 KSP Residual norm 4.348023206602e-01 
134 KSP Residual norm 4.347936748104e-01 
135 KSP Residual norm 4.347900903008e-01 
136 KSP Residual norm 4.347898694528e-01 
137 KSP Residual norm 4.347890386640e-01 
138 KSP Residual norm 4.347877628974e-01 
139 KSP Residual norm 4.347876423126e-01 
140 KSP Residual norm 4.347873995485e-01 
141 KSP Residual norm 4.347865394484e-01 
142 KSP Residual norm 4.347864045729e-01 
