  Residual norms for solver_ solve.
  0 KSP Residual norm 6.778712813752e-01 
  1 KSP Residual norm 6.488127830291e-03 
  2 KSP Residual norm 2.941222341118e-03 
  3 KSP Residual norm 2.082006077193e-03 
  4 KSP Residual norm 1.194682989178e-03 
  5 KSP Residual norm 4.386125623990e-04 
  6 KSP Residual norm 1.998862447710e-04 
  7 KSP Residual norm 1.973624901065e-04 
  8 KSP Residual norm 1.054789825550e-04 
  9 KSP Residual norm 5.644316884020e-05 
 10 KSP Residual norm 4.970532866282e-05 
 11 KSP Residual norm 3.005000845229e-05 
 12 KSP Residual norm 1.573842554073e-05 
 13 KSP Residual norm 5.992107390625e-06 
 14 KSP Residual norm 5.913866497911e-06 
 15 KSP Residual norm 2.395276560452e-06 
 16 KSP Residual norm 7.958615802670e-07 
 17 KSP Residual norm 7.945304309482e-07 
 18 KSP Residual norm 2.751671944495e-07 
 19 KSP Residual norm 1.180183123216e-07 
 20 KSP Residual norm 4.881777083905e-08 
 21 KSP Residual norm 4.197818479096e-08 
 22 KSP Residual norm 1.985084401433e-08 
 23 KSP Residual norm 9.711060424374e-09 
 24 KSP Residual norm 7.979091326767e-09 
 25 KSP Residual norm 4.193441815965e-09 
 26 KSP Residual norm 2.300208856365e-09 
 27 KSP Residual norm 1.314764545007e-09 
 28 KSP Residual norm 1.309653182167e-09 
 29 KSP Residual norm 6.781431143898e-10 
 30 KSP Residual norm 3.003489333479e-10 
 31 KSP Residual norm 1.131794715727e-10 
