  Residual norms for solver_ solve.
  0 KSP Residual norm 9.378176189499e-01 
  1 KSP Residual norm 4.512480776769e-04 
  2 KSP Residual norm 4.512163835906e-04 
  3 KSP Residual norm 2.199034778854e-04 
  4 KSP Residual norm 2.198438914916e-04 
  5 KSP Residual norm 9.601060949792e-05 
  6 KSP Residual norm 9.432454580809e-05 
  7 KSP Residual norm 7.866579249923e-05 
  8 KSP Residual norm 3.757838652110e-05 
  9 KSP Residual norm 3.753498158291e-05 
 10 KSP Residual norm 1.465136141413e-05 
 11 KSP Residual norm 1.465004721554e-05 
 12 KSP Residual norm 6.266824259520e-06 
 13 KSP Residual norm 6.246118433227e-06 
 14 KSP Residual norm 3.404595989923e-06 
 15 KSP Residual norm 2.594877287345e-06 
 16 KSP Residual norm 2.554313140898e-06 
 17 KSP Residual norm 1.098360014017e-06 
 18 KSP Residual norm 1.098237683726e-06 
 19 KSP Residual norm 5.849449726620e-07 
 20 KSP Residual norm 5.848319472032e-07 
 21 KSP Residual norm 3.360532494332e-07 
 22 KSP Residual norm 3.315387674450e-07 
 23 KSP Residual norm 2.891898012772e-07 
 24 KSP Residual norm 1.710406557016e-07 
 25 KSP Residual norm 1.703172330535e-07 
 26 KSP Residual norm 8.603316104929e-08 
 27 KSP Residual norm 8.602723086245e-08 
 28 KSP Residual norm 4.186530852973e-08 
 29 KSP Residual norm 4.184522704621e-08 
 30 KSP Residual norm 1.811877915281e-08 
 31 KSP Residual norm 1.709728795394e-08 
 32 KSP Residual norm 1.551317041945e-08 
 33 KSP Residual norm 6.225321222350e-09 
 34 KSP Residual norm 6.218321933387e-09 
 35 KSP Residual norm 2.555294842388e-09 
 36 KSP Residual norm 2.555164458469e-09 
 37 KSP Residual norm 1.036998691433e-09 
 38 KSP Residual norm 1.034387346867e-09 
 39 KSP Residual norm 4.382860950521e-10 
 40 KSP Residual norm 3.504296592066e-10 
 41 KSP Residual norm 3.368360106235e-10 
 42 KSP Residual norm 1.371840196027e-10 
