  Residual norms for solver_ solve.
  0 KSP Residual norm 2.409837604970e-01 
  1 KSP Residual norm 1.254759340557e-02 
  2 KSP Residual norm 5.534470179914e-03 
  3 KSP Residual norm 3.290103736672e-03 
  4 KSP Residual norm 1.186000359665e-03 
  5 KSP Residual norm 1.183673370104e-03 
  6 KSP Residual norm 6.902348021959e-04 
  7 KSP Residual norm 3.817028611028e-04 
  8 KSP Residual norm 1.695899045652e-04 
  9 KSP Residual norm 1.371491023263e-04 
 10 KSP Residual norm 5.576478343937e-05 
 11 KSP Residual norm 1.658160399594e-05 
 12 KSP Residual norm 7.661702523633e-06 
 13 KSP Residual norm 4.691074001028e-06 
 14 KSP Residual norm 4.690355642896e-06 
 15 KSP Residual norm 2.403508327693e-06 
 16 KSP Residual norm 1.305085660465e-06 
 17 KSP Residual norm 5.300039792322e-07 
 18 KSP Residual norm 2.220575653878e-07 
 19 KSP Residual norm 2.033437155521e-07 
 20 KSP Residual norm 7.986148224500e-08 
 21 KSP Residual norm 3.317117502686e-08 
 22 KSP Residual norm 1.678706239939e-08 
 23 KSP Residual norm 1.676193791394e-08 
 24 KSP Residual norm 9.371026655874e-09 
 25 KSP Residual norm 4.393848275315e-09 
 26 KSP Residual norm 1.750197840111e-09 
 27 KSP Residual norm 6.877908958282e-10 
 28 KSP Residual norm 6.852995465988e-10 
 29 KSP Residual norm 3.152761715875e-10 
 30 KSP Residual norm 1.718738699403e-10 
 31 KSP Residual norm 9.826492028208e-11 
