  Residual norms for solver_ solve.
  0 KSP Residual norm 2.377165866534e-01 
  1 KSP Residual norm 5.599665798851e-03 
  2 KSP Residual norm 2.419563498486e-03 
  3 KSP Residual norm 1.130854490592e-03 
  4 KSP Residual norm 1.111638819297e-03 
  5 KSP Residual norm 4.114708669054e-04 
  6 KSP Residual norm 2.226803266471e-04 
  7 KSP Residual norm 1.208073111686e-04 
  8 KSP Residual norm 1.166909293700e-04 
  9 KSP Residual norm 6.464535253613e-05 
 10 KSP Residual norm 3.232747933208e-05 
 11 KSP Residual norm 1.084061333929e-05 
 12 KSP Residual norm 1.067878400633e-05 
 13 KSP Residual norm 3.821450721187e-06 
 14 KSP Residual norm 1.304286481229e-06 
 15 KSP Residual norm 4.474174235063e-07 
 16 KSP Residual norm 4.427546830417e-07 
 17 KSP Residual norm 2.093355782587e-07 
 18 KSP Residual norm 1.259955385940e-07 
 19 KSP Residual norm 6.795732369297e-08 
 20 KSP Residual norm 6.744452340346e-08 
 21 KSP Residual norm 3.605231817844e-08 
 22 KSP Residual norm 1.881525148330e-08 
 23 KSP Residual norm 8.425482072749e-09 
 24 KSP Residual norm 8.199024630128e-09 
 25 KSP Residual norm 4.002135751212e-09 
 26 KSP Residual norm 1.781113225357e-09 
 27 KSP Residual norm 7.252658289916e-10 
 28 KSP Residual norm 4.842337016733e-10 
 29 KSP Residual norm 3.170567221967e-10 
 30 KSP Residual norm 1.552037985147e-10 
 31 KSP Residual norm 8.364448458726e-11 
