  Residual norms for solver_ solve.
  0 KSP Residual norm 1.651258448840e-01 
  1 KSP Residual norm 8.426494422061e-03 
  2 KSP Residual norm 2.948777945787e-03 
  3 KSP Residual norm 1.022010553788e-03 
  4 KSP Residual norm 1.017996451661e-03 
  5 KSP Residual norm 4.622341511186e-04 
  6 KSP Residual norm 2.938336896324e-04 
  7 KSP Residual norm 1.053232622812e-04 
  8 KSP Residual norm 9.176425746392e-05 
  9 KSP Residual norm 4.085887409912e-05 
 10 KSP Residual norm 9.642314469086e-06 
 11 KSP Residual norm 3.330647493878e-06 
 12 KSP Residual norm 2.198595861479e-06 
 13 KSP Residual norm 1.663011791747e-06 
 14 KSP Residual norm 9.016036492901e-07 
 15 KSP Residual norm 4.134916136339e-07 
 16 KSP Residual norm 2.266632537765e-07 
 17 KSP Residual norm 2.252824182150e-07 
 18 KSP Residual norm 1.150286955438e-07 
 19 KSP Residual norm 4.157012447161e-08 
 20 KSP Residual norm 1.592794876598e-08 
 21 KSP Residual norm 1.592355855774e-08 
 22 KSP Residual norm 7.130137278004e-09 
 23 KSP Residual norm 3.573253633047e-09 
 24 KSP Residual norm 2.005058206442e-09 
 25 KSP Residual norm 2.004968666874e-09 
 26 KSP Residual norm 1.105849681692e-09 
 27 KSP Residual norm 5.422210452824e-10 
 28 KSP Residual norm 2.910095940155e-10 
 29 KSP Residual norm 2.903736106215e-10 
 30 KSP Residual norm 1.409875524964e-10 
 31 KSP Residual norm 6.606423215560e-11 
