  Residual norms for solver_ solve.
  0 KSP Residual norm 6.778712813752e-01 
  1 KSP Residual norm 6.488127832928e-03 
  2 KSP Residual norm 2.941212920142e-03 
  3 KSP Residual norm 1.195286941343e-03 
  4 KSP Residual norm 4.387961066182e-04 
  5 KSP Residual norm 4.382298825736e-04 
  6 KSP Residual norm 1.974495294168e-04 
  7 KSP Residual norm 1.055130129268e-04 
  8 KSP Residual norm 5.645938677593e-05 
  9 KSP Residual norm 3.007310410354e-05 
 10 KSP Residual norm 2.978297040889e-05 
 11 KSP Residual norm 1.574424773815e-05 
 12 KSP Residual norm 5.919534507572e-06 
 13 KSP Residual norm 2.397861710902e-06 
 14 KSP Residual norm 7.965786610715e-07 
 15 KSP Residual norm 7.622223818115e-07 
 16 KSP Residual norm 2.754421390487e-07 
 17 KSP Residual norm 1.181333464663e-07 
 18 KSP Residual norm 4.203713816684e-08 
 19 KSP Residual norm 1.987258739855e-08 
 20 KSP Residual norm 1.749094462709e-08 
 21 KSP Residual norm 9.719221479369e-09 
 22 KSP Residual norm 4.198133847018e-09 
 23 KSP Residual norm 2.302058251200e-09 
 24 KSP Residual norm 1.315173897893e-09 
 25 KSP Residual norm 8.384794083870e-10 
 26 KSP Residual norm 6.794614399489e-10 
 27 KSP Residual norm 3.026385578116e-10 
 28 KSP Residual norm 1.108894654463e-10 
