  Residual norms for solver_ solve.
  0 KSP Residual norm 1.693661902757e-01 
  1 KSP Residual norm 8.816439855380e-03 
  2 KSP Residual norm 3.885487487575e-03 
  3 KSP Residual norm 2.308656648752e-03 
  4 KSP Residual norm 1.790911322301e-03 
  5 KSP Residual norm 8.305105058222e-04 
  6 KSP Residual norm 4.836401671682e-04 
  7 KSP Residual norm 2.674228329203e-04 
  8 KSP Residual norm 1.220860286522e-04 
  9 KSP Residual norm 1.185198357920e-04 
 10 KSP Residual norm 3.879893564672e-05 
 11 KSP Residual norm 1.153309766875e-05 
 12 KSP Residual norm 5.334702811045e-06 
 13 KSP Residual norm 5.331125933274e-06 
 14 KSP Residual norm 3.273875732230e-06 
 15 KSP Residual norm 1.666141487772e-06 
 16 KSP Residual norm 9.167730973093e-07 
 17 KSP Residual norm 9.167265899744e-07 
 18 KSP Residual norm 3.754181878041e-07 
 19 KSP Residual norm 1.496798593251e-07 
 20 KSP Residual norm 1.087452191082e-07 
 21 KSP Residual norm 9.044070741522e-08 
 22 KSP Residual norm 8.985833145946e-08 
 23 KSP Residual norm 8.304513360289e-08 
 24 KSP Residual norm 7.757524740041e-08 
 25 KSP Residual norm 7.306093311395e-08 
 26 KSP Residual norm 6.925287697484e-08 
 27 KSP Residual norm 6.598425537718e-08 
 28 KSP Residual norm 6.313866484326e-08 
 29 KSP Residual norm 6.063208202599e-08 
 30 KSP Residual norm 5.840213323292e-08 
 31 KSP Residual norm 5.640141281893e-08 
 32 KSP Residual norm 5.459316057025e-08 
 33 KSP Residual norm 5.294837302568e-08 
 34 KSP Residual norm 5.144381847700e-08 
 35 KSP Residual norm 5.006063948885e-08 
 36 KSP Residual norm 4.878334790094e-08 
 37 KSP Residual norm 4.759908835924e-08 
 38 KSP Residual norm 4.649708950283e-08 
 39 KSP Residual norm 4.546824879499e-08 
 40 KSP Residual norm 4.450481416484e-08 
 41 KSP Residual norm 4.360013686378e-08 
 42 KSP Residual norm 4.274847744469e-08 
 43 KSP Residual norm 4.194485187603e-08 
 44 KSP Residual norm 4.118490833410e-08 
 45 KSP Residual norm 4.046482769817e-08 
 46 KSP Residual norm 3.978124254123e-08 
 47 KSP Residual norm 3.913117068609e-08 
 48 KSP Residual norm 3.851196032955e-08 
 49 KSP Residual norm 3.792124442763e-08 
 50 KSP Residual norm 3.735690254933e-08 
 51 KSP Residual norm 3.681702879588e-08 
 52 KSP Residual norm 3.629990467727e-08 
 53 KSP Residual norm 3.580397606584e-08 
 54 KSP Residual norm 3.532783352161e-08 
 55 KSP Residual norm 3.487019542164e-08 
 56 KSP Residual norm 3.442989343299e-08 
 57 KSP Residual norm 3.400585995397e-08 
 58 KSP Residual norm 3.359711721609e-08 
 59 KSP Residual norm 3.320276779334e-08 
 60 KSP Residual norm 3.282198630878e-08 
 61 KSP Residual norm 3.245401216411e-08 
 62 KSP Residual norm 3.209814314621e-08 
 63 KSP Residual norm 3.175372978848e-08 
 64 KSP Residual norm 3.142017038365e-08 
 65 KSP Residual norm 3.109690656121e-08 
 66 KSP Residual norm 3.078341935517e-08 
 67 KSP Residual norm 3.047922569941e-08 
 68 KSP Residual norm 3.018387529653e-08 
 69 KSP Residual norm 2.989694781420e-08 
 70 KSP Residual norm 2.961805036919e-08 
 71 KSP Residual norm 2.934681526493e-08 
 72 KSP Residual norm 2.908289795280e-08 
 73 KSP Residual norm 2.882597519161e-08 
 74 KSP Residual norm 2.857574338285e-08 
 75 KSP Residual norm 2.833191706215e-08 
 76 KSP Residual norm 2.809422753000e-08 
 77 KSP Residual norm 2.786242160675e-08 
 78 KSP Residual norm 2.763626049880e-08 
 79 KSP Residual norm 2.741551876432e-08 
 80 KSP Residual norm 2.719998336856e-08 
 81 KSP Residual norm 2.698945281951e-08 
 82 KSP Residual norm 2.678373637602e-08 
 83 KSP Residual norm 2.658265332137e-08 
 84 KSP Residual norm 2.638603229591e-08 
 85 KSP Residual norm 2.619371068325e-08 
 86 KSP Residual norm 2.600553404491e-08 
 87 KSP Residual norm 2.582135559904e-08 
 88 KSP Residual norm 2.564103573919e-08 
 89 KSP Residual norm 2.546444158953e-08 
 90 KSP Residual norm 2.529144659330e-08 
 91 KSP Residual norm 2.512193013163e-08 
 92 KSP Residual norm 2.495577717008e-08 
 93 KSP Residual norm 2.479287793054e-08 
 94 KSP Residual norm 2.463312758641e-08 
 95 KSP Residual norm 2.447642597911e-08 
 96 KSP Residual norm 2.432267735418e-08 
 97 KSP Residual norm 2.417179011537e-08 
 98 KSP Residual norm 2.402367659531e-08 
 99 KSP Residual norm 2.387825284149e-08 
100 KSP Residual norm 2.108028779272e-07 
101 KSP Residual norm 1.598147273089e-07 
102 KSP Residual norm 8.469621106112e-08 
103 KSP Residual norm 4.125042114437e-08 
104 KSP Residual norm 1.902499175138e-08 
105 KSP Residual norm 1.900805234318e-08 
106 KSP Residual norm 1.091376514976e-08 
107 KSP Residual norm 6.474854226945e-09 
108 KSP Residual norm 2.521503073361e-09 
109 KSP Residual norm 2.521305141847e-09 
110 KSP Residual norm 8.446250631125e-10 
111 KSP Residual norm 4.500529057516e-10 
112 KSP Residual norm 2.253701980976e-10 
113 KSP Residual norm 2.252001882168e-10 
114 KSP Residual norm 1.333009753425e-10 
115 KSP Residual norm 8.027337722176e-11 
