  Residual norms for solver_ solve.
  0 KSP Residual norm 4.715216220801e-01 
  1 KSP Residual norm 4.239713623665e-03 
  2 KSP Residual norm 1.589841717568e-03 
  3 KSP Residual norm 4.240794257531e-04 
  4 KSP Residual norm 3.180223708734e-04 
  5 KSP Residual norm 1.515709525267e-04 
  6 KSP Residual norm 5.843270699152e-05 
  7 KSP Residual norm 2.732613337285e-05 
  8 KSP Residual norm 1.680136008657e-05 
  9 KSP Residual norm 1.679209688511e-05 
 10 KSP Residual norm 7.696526928026e-06 
 11 KSP Residual norm 2.382615413736e-06 
 12 KSP Residual norm 8.923711085194e-07 
 13 KSP Residual norm 8.816964420521e-07 
 14 KSP Residual norm 3.095314799120e-07 
 15 KSP Residual norm 9.893296155680e-08 
 16 KSP Residual norm 3.745241112572e-08 
 17 KSP Residual norm 1.837696975574e-08 
 18 KSP Residual norm 1.808399662878e-08 
 19 KSP Residual norm 8.662354843506e-09 
 20 KSP Residual norm 4.489733154084e-09 
 21 KSP Residual norm 2.425711736992e-09 
 22 KSP Residual norm 2.423504055135e-09 
 23 KSP Residual norm 1.348203903914e-09 
 24 KSP Residual norm 7.381921538105e-10 
 25 KSP Residual norm 3.598500321163e-10 
 26 KSP Residual norm 1.786741592603e-10 
 27 KSP Residual norm 1.700911660541e-10 
 28 KSP Residual norm 7.643345351295e-11 
