  Residual norms for solver_ solve.
  0 KSP Residual norm 3.225288534893e+01 
  1 KSP Residual norm 7.705029643482e-02 
  2 KSP Residual norm 3.791635881461e-02 
  3 KSP Residual norm 2.151325219312e-02 
  4 KSP Residual norm 1.237354415016e-02 
  5 KSP Residual norm 1.199663436717e-02 
  6 KSP Residual norm 4.980662621314e-03 
  7 KSP Residual norm 1.792566116629e-03 
  8 KSP Residual norm 8.241355769859e-04 
  9 KSP Residual norm 3.577512265601e-04 
 10 KSP Residual norm 2.458644495869e-04 
 11 KSP Residual norm 6.018528448279e-05 
 12 KSP Residual norm 2.499263467206e-05 
 13 KSP Residual norm 8.158255350316e-06 
 14 KSP Residual norm 6.329294432356e-06 
 15 KSP Residual norm 2.974362884698e-06 
 16 KSP Residual norm 1.558284548987e-06 
 17 KSP Residual norm 9.850719070584e-07 
 18 KSP Residual norm 4.579180871621e-07 
 19 KSP Residual norm 4.402748779290e-07 
 20 KSP Residual norm 2.182263061458e-07 
 21 KSP Residual norm 1.023539729489e-07 
 22 KSP Residual norm 4.212975774480e-08 
 23 KSP Residual norm 2.109633942064e-08 
 24 KSP Residual norm 2.090309710627e-08 
 25 KSP Residual norm 1.301292802761e-08 
 26 KSP Residual norm 1.149304578302e-08 
 27 KSP Residual norm 1.125521109105e-08 
 28 KSP Residual norm 1.122369090827e-08 
 29 KSP Residual norm 1.122357648918e-08 
 30 KSP Residual norm 1.121755701699e-08 
 31 KSP Residual norm 1.121562770055e-08 
 32 KSP Residual norm 1.121490037513e-08 
 33 KSP Residual norm 1.121459773972e-08 
 34 KSP Residual norm 1.121459712866e-08 
 35 KSP Residual norm 1.121455098788e-08 
 36 KSP Residual norm 1.121454235553e-08 
 37 KSP Residual norm 1.121454206063e-08 
 38 KSP Residual norm 1.121453927461e-08 
 39 KSP Residual norm 1.121453927031e-08 
 40 KSP Residual norm 1.121453860966e-08 
 41 KSP Residual norm 1.121453508674e-08 
 42 KSP Residual norm 1.121453508672e-08 
 43 KSP Residual norm 1.121453436114e-08 
 44 KSP Residual norm 1.121453435827e-08 
 45 KSP Residual norm 1.121453375350e-08 
 46 KSP Residual norm 1.121453374710e-08 
 47 KSP Residual norm 1.121452848729e-08 
 48 KSP Residual norm 1.121450792840e-08 
 49 KSP Residual norm 1.121450787306e-08 
 50 KSP Residual norm 1.121432453852e-08 
 51 KSP Residual norm 1.121329810300e-08 
 52 KSP Residual norm 1.121010664949e-08 
 53 KSP Residual norm 1.120708041085e-08 
 54 KSP Residual norm 1.120707839629e-08 
 55 KSP Residual norm 1.120614955847e-08 
 56 KSP Residual norm 1.120583572548e-08 
 57 KSP Residual norm 1.120575530659e-08 
 58 KSP Residual norm 1.120571448837e-08 
 59 KSP Residual norm 1.120571447910e-08 
 60 KSP Residual norm 1.120571397894e-08 
 61 KSP Residual norm 1.120570035433e-08 
 62 KSP Residual norm 1.120570001220e-08 
 63 KSP Residual norm 1.120568790594e-08 
 64 KSP Residual norm 1.120568790566e-08 
 65 KSP Residual norm 1.120568151671e-08 
 66 KSP Residual norm 1.120567458717e-08 
 67 KSP Residual norm 1.120566313361e-08 
 68 KSP Residual norm 1.120565968005e-08 
 69 KSP Residual norm 1.120565967812e-08 
 70 KSP Residual norm 1.120565134623e-08 
 71 KSP Residual norm 1.120564948798e-08 
 72 KSP Residual norm 1.120564557196e-08 
 73 KSP Residual norm 1.120564170291e-08 
 74 KSP Residual norm 1.120564170124e-08 
 75 KSP Residual norm 1.120563356021e-08 
 76 KSP Residual norm 1.120553452713e-08 
 77 KSP Residual norm 1.120488124386e-08 
 78 KSP Residual norm 1.120156178367e-08 
 79 KSP Residual norm 1.120152144046e-08 
 80 KSP Residual norm 1.119061751117e-08 
 81 KSP Residual norm 1.116776355457e-08 
 82 KSP Residual norm 1.112331284605e-08 
 83 KSP Residual norm 1.107686592289e-08 
 84 KSP Residual norm 1.107635373659e-08 
 85 KSP Residual norm 1.105739642494e-08 
 86 KSP Residual norm 1.105399720814e-08 
 87 KSP Residual norm 1.105325423308e-08 
 88 KSP Residual norm 1.105316846834e-08 
 89 KSP Residual norm 1.105316677916e-08 
 90 KSP Residual norm 1.105314899802e-08 
 91 KSP Residual norm 1.105314856160e-08 
 92 KSP Residual norm 1.105314385903e-08 
 93 KSP Residual norm 1.105312617082e-08 
 94 KSP Residual norm 1.105312497368e-08 
 95 KSP Residual norm 1.105311643559e-08 
 96 KSP Residual norm 1.105311148296e-08 
 97 KSP Residual norm 1.105310834673e-08 
 98 KSP Residual norm 1.105310524219e-08 
 99 KSP Residual norm 1.105310466146e-08 
100 KSP Residual norm 2.526503272615e-09 
