  Residual norms for solver_ solve.
  0 KSP Residual norm 6.527229483987e+00 
  1 KSP Residual norm 3.828257067504e+00 
  2 KSP Residual norm 2.152128202384e+00 
  3 KSP Residual norm 1.269890981180e+00 
  4 KSP Residual norm 5.323141561161e-01 
  5 KSP Residual norm 2.150734778999e-01 
  6 KSP Residual norm 1.068641850212e-01 
  7 KSP Residual norm 2.450834283334e-02 
  8 KSP Residual norm 7.334996068164e-03 
  9 KSP Residual norm 1.992266779777e-03 
 10 KSP Residual norm 8.328445205852e-04 
 11 KSP Residual norm 4.091336749453e-04 
 12 KSP Residual norm 2.621100587534e-04 
 13 KSP Residual norm 1.844117974394e-04 
 14 KSP Residual norm 1.003363512488e-04 
 15 KSP Residual norm 4.071541270297e-05 
 16 KSP Residual norm 2.097815595081e-05 
 17 KSP Residual norm 7.278342099979e-06 
 18 KSP Residual norm 1.858943454423e-06 
 19 KSP Residual norm 5.821284701385e-07 
 20 KSP Residual norm 2.748124640010e-07 
 21 KSP Residual norm 1.714179422827e-07 
 22 KSP Residual norm 1.612239108765e-07 
 23 KSP Residual norm 1.580182904877e-07 
 24 KSP Residual norm 1.560335662728e-07 
 25 KSP Residual norm 1.558293243557e-07 
 26 KSP Residual norm 1.558051055228e-07 
 27 KSP Residual norm 1.555694335238e-07 
 28 KSP Residual norm 1.555501266373e-07 
 29 KSP Residual norm 1.554945856894e-07 
 30 KSP Residual norm 1.554901834106e-07 
 31 KSP Residual norm 1.554758873760e-07 
 32 KSP Residual norm 1.554732416185e-07 
 33 KSP Residual norm 1.554711929276e-07 
 34 KSP Residual norm 1.554459612190e-07 
 35 KSP Residual norm 1.553809481161e-07 
 36 KSP Residual norm 1.553808031160e-07 
 37 KSP Residual norm 1.553696713047e-07 
 38 KSP Residual norm 1.553692720686e-07 
 39 KSP Residual norm 1.553692123075e-07 
 40 KSP Residual norm 1.552030553206e-07 
 41 KSP Residual norm 1.551622497969e-07 
 42 KSP Residual norm 1.539735516597e-07 
 43 KSP Residual norm 1.489436741110e-07 
 44 KSP Residual norm 1.223600487032e-07 
 45 KSP Residual norm 1.172656591835e-07 
 46 KSP Residual norm 1.167948253847e-07 
 47 KSP Residual norm 1.167925247056e-07 
 48 KSP Residual norm 1.167691584694e-07 
 49 KSP Residual norm 1.167436451061e-07 
 50 KSP Residual norm 1.167299653176e-07 
 51 KSP Residual norm 1.167145372813e-07 
 52 KSP Residual norm 1.167089996375e-07 
 53 KSP Residual norm 1.167054637482e-07 
 54 KSP Residual norm 1.166939172139e-07 
 55 KSP Residual norm 1.166886977119e-07 
 56 KSP Residual norm 1.166327968376e-07 
 57 KSP Residual norm 1.166273912453e-07 
 58 KSP Residual norm 1.144210734956e-07 
 59 KSP Residual norm 1.016887302435e-07 
 60 KSP Residual norm 2.203351404881e-08 
 61 KSP Residual norm 5.502752658101e-09 
 62 KSP Residual norm 1.319135274120e-09 
 63 KSP Residual norm 7.679049398315e-10 
 64 KSP Residual norm 1.039938543049e-10 
