  Residual norms for solver_ solve.
  0 KSP Residual norm 2.010938544324e+02 
  1 KSP Residual norm 7.789704887902e+01 
  2 KSP Residual norm 2.923106955337e+01 
  3 KSP Residual norm 9.985421890210e+00 
  4 KSP Residual norm 4.288825257273e+00 
  5 KSP Residual norm 2.092101621201e+00 
  6 KSP Residual norm 1.212359906680e+00 
  7 KSP Residual norm 6.375146422628e-01 
  8 KSP Residual norm 2.624539946056e-01 
  9 KSP Residual norm 1.026560863651e-01 
 10 KSP Residual norm 8.149589912260e-02 
 11 KSP Residual norm 3.918298362387e-02 
 12 KSP Residual norm 2.510608919659e-02 
 13 KSP Residual norm 2.080010282494e-02 
 14 KSP Residual norm 2.055283463026e-02 
 15 KSP Residual norm 2.052503400590e-02 
 16 KSP Residual norm 2.051820554016e-02 
 17 KSP Residual norm 2.051820234526e-02 
 18 KSP Residual norm 2.051226040460e-02 
 19 KSP Residual norm 2.045053734643e-02 
 20 KSP Residual norm 1.997350539015e-02 
 21 KSP Residual norm 1.967332277898e-02 
 22 KSP Residual norm 1.539520305077e-02 
 23 KSP Residual norm 6.701217059580e-03 
 24 KSP Residual norm 3.254289533462e-03 
 25 KSP Residual norm 2.384663294241e-03 
 26 KSP Residual norm 2.140571611608e-03 
 27 KSP Residual norm 2.080731623472e-03 
 28 KSP Residual norm 2.060224858790e-03 
 29 KSP Residual norm 2.052551374060e-03 
 30 KSP Residual norm 2.051073646613e-03 
 31 KSP Residual norm 2.050834428045e-03 
 32 KSP Residual norm 2.050804645968e-03 
 33 KSP Residual norm 2.050746286851e-03 
 34 KSP Residual norm 2.050741067958e-03 
 35 KSP Residual norm 2.050740507736e-03 
 36 KSP Residual norm 2.050722995448e-03 
 37 KSP Residual norm 2.050586860179e-03 
 38 KSP Residual norm 2.049577412051e-03 
 39 KSP Residual norm 2.043034615841e-03 
 40 KSP Residual norm 2.001851446973e-03 
 41 KSP Residual norm 1.803498274717e-03 
 42 KSP Residual norm 1.172447172832e-03 
 43 KSP Residual norm 9.301201230018e-04 
 44 KSP Residual norm 3.215015456521e-04 
 45 KSP Residual norm 1.039594102536e-04 
 46 KSP Residual norm 3.807983462503e-05 
 47 KSP Residual norm 1.644937639611e-05 
 48 KSP Residual norm 8.460429010882e-06 
 49 KSP Residual norm 4.604337807663e-06 
 50 KSP Residual norm 2.413127620721e-06 
 51 KSP Residual norm 8.770561943948e-07 
 52 KSP Residual norm 4.097973225369e-07 
 53 KSP Residual norm 2.052621986089e-07 
 54 KSP Residual norm 1.587629806234e-07 
 55 KSP Residual norm 5.713473982250e-08 
 56 KSP Residual norm 2.210172141333e-08 
 57 KSP Residual norm 9.395756046625e-09 
