  Residual norms for solver_ solve.
  0 KSP Residual norm 5.436813377748e+02 
  1 KSP Residual norm 9.931704231707e-01 
  2 KSP Residual norm 3.844017090179e-01 
  3 KSP Residual norm 1.292256719578e-01 
  4 KSP Residual norm 1.283528352329e-01 
  5 KSP Residual norm 5.527133346349e-02 
  6 KSP Residual norm 2.639137502452e-02 
  7 KSP Residual norm 1.544696924372e-02 
  8 KSP Residual norm 1.002802074796e-02 
  9 KSP Residual norm 8.568672229666e-03 
 10 KSP Residual norm 4.366415952319e-03 
 11 KSP Residual norm 3.041763355634e-03 
 12 KSP Residual norm 2.799964387441e-03 
 13 KSP Residual norm 2.799836981920e-03 
 14 KSP Residual norm 2.752427151703e-03 
 15 KSP Residual norm 2.743725052341e-03 
 16 KSP Residual norm 2.742693691540e-03 
 17 KSP Residual norm 2.742620899116e-03 
 18 KSP Residual norm 2.741801123645e-03 
 19 KSP Residual norm 2.738504438548e-03 
 20 KSP Residual norm 2.730322527622e-03 
 21 KSP Residual norm 2.716531939921e-03 
 22 KSP Residual norm 2.716508060360e-03 
 23 KSP Residual norm 2.711201612528e-03 
 24 KSP Residual norm 2.710235812232e-03 
 25 KSP Residual norm 2.710167980326e-03 
 26 KSP Residual norm 2.710167076455e-03 
 27 KSP Residual norm 2.710133348551e-03 
 28 KSP Residual norm 2.710012242548e-03 
 29 KSP Residual norm 2.709496480411e-03 
 30 KSP Residual norm 2.706835019948e-03 
 31 KSP Residual norm 2.706754402243e-03 
 32 KSP Residual norm 2.699000286678e-03 
 33 KSP Residual norm 2.691612055057e-03 
 34 KSP Residual norm 2.688585224950e-03 
 35 KSP Residual norm 2.688579367523e-03 
 36 KSP Residual norm 2.687822976120e-03 
 37 KSP Residual norm 2.687635036455e-03 
 38 KSP Residual norm 2.687542278077e-03 
 39 KSP Residual norm 2.687525980352e-03 
 40 KSP Residual norm 2.687524630860e-03 
 41 KSP Residual norm 2.687524629484e-03 
 42 KSP Residual norm 2.687521143409e-03 
 43 KSP Residual norm 2.687462950569e-03 
 44 KSP Residual norm 2.687461607741e-03 
 45 KSP Residual norm 2.686770457452e-03 
 46 KSP Residual norm 2.684242041510e-03 
 47 KSP Residual norm 2.681443176738e-03 
 48 KSP Residual norm 2.680545919706e-03 
 49 KSP Residual norm 2.680462623551e-03 
 50 KSP Residual norm 2.680200996500e-03 
 51 KSP Residual norm 2.680143779952e-03 
 52 KSP Residual norm 2.680064378418e-03 
 53 KSP Residual norm 2.680062135355e-03 
 54 KSP Residual norm 2.678088639524e-03 
 55 KSP Residual norm 2.665124706700e-03 
 56 KSP Residual norm 2.608948627822e-03 
 57 KSP Residual norm 2.529849058427e-03 
 58 KSP Residual norm 2.478075865495e-03 
 59 KSP Residual norm 2.383066299359e-03 
 60 KSP Residual norm 2.351832163136e-03 
 61 KSP Residual norm 2.345251731562e-03 
 62 KSP Residual norm 2.345249137009e-03 
 63 KSP Residual norm 2.344054641375e-03 
 64 KSP Residual norm 2.343710213139e-03 
 65 KSP Residual norm 2.342666359412e-03 
 66 KSP Residual norm 2.341696650483e-03 
 67 KSP Residual norm 2.338643389735e-03 
 68 KSP Residual norm 2.332949690096e-03 
 69 KSP Residual norm 2.330005008702e-03 
 70 KSP Residual norm 2.329143264913e-03 
 71 KSP Residual norm 2.329142662743e-03 
 72 KSP Residual norm 2.328720698643e-03 
 73 KSP Residual norm 2.328376465649e-03 
 74 KSP Residual norm 2.328365110250e-03 
 75 KSP Residual norm 2.328315798311e-03 
 76 KSP Residual norm 2.328096158924e-03 
 77 KSP Residual norm 2.327336486949e-03 
 78 KSP Residual norm 2.325980729951e-03 
 79 KSP Residual norm 2.321656616130e-03 
 80 KSP Residual norm 2.321645503614e-03 
 81 KSP Residual norm 2.314063456658e-03 
 82 KSP Residual norm 2.310663451989e-03 
 83 KSP Residual norm 2.310485898388e-03 
 84 KSP Residual norm 2.310484866011e-03 
 85 KSP Residual norm 2.310479784456e-03 
 86 KSP Residual norm 2.310432713154e-03 
 87 KSP Residual norm 2.310391130475e-03 
 88 KSP Residual norm 2.310172809403e-03 
 89 KSP Residual norm 2.310170475979e-03 
 90 KSP Residual norm 2.308226109817e-03 
 91 KSP Residual norm 2.302028729631e-03 
 92 KSP Residual norm 2.292709273687e-03 
 93 KSP Residual norm 2.292564135319e-03 
 94 KSP Residual norm 2.287619202798e-03 
 95 KSP Residual norm 2.285862453843e-03 
 96 KSP Residual norm 2.285583974264e-03 
 97 KSP Residual norm 2.285574812553e-03 
 98 KSP Residual norm 2.285574311834e-03 
 99 KSP Residual norm 2.285558796710e-03 
100 KSP Residual norm 8.580270638647e-04 
101 KSP Residual norm 8.580170411499e-04 
102 KSP Residual norm 8.513018995243e-04 
103 KSP Residual norm 8.510188638464e-04 
104 KSP Residual norm 8.510145618385e-04 
105 KSP Residual norm 8.510116711551e-04 
106 KSP Residual norm 8.509797869833e-04 
107 KSP Residual norm 8.508634934071e-04 
108 KSP Residual norm 8.506129405595e-04 
109 KSP Residual norm 8.497148815593e-04 
110 KSP Residual norm 8.497094642999e-04 
111 KSP Residual norm 8.470045642941e-04 
112 KSP Residual norm 8.426592699621e-04 
113 KSP Residual norm 8.397680674996e-04 
114 KSP Residual norm 8.397136544629e-04 
115 KSP Residual norm 8.382435375023e-04 
116 KSP Residual norm 8.380531553993e-04 
117 KSP Residual norm 8.380517726647e-04 
118 KSP Residual norm 8.379429782581e-04 
119 KSP Residual norm 8.379399051071e-04 
120 KSP Residual norm 8.373602821912e-04 
121 KSP Residual norm 8.336839377869e-04 
122 KSP Residual norm 8.148008856454e-04 
123 KSP Residual norm 8.144424470726e-04 
124 KSP Residual norm 7.705768719724e-04 
125 KSP Residual norm 7.420810976063e-04 
126 KSP Residual norm 7.342192020520e-04 
127 KSP Residual norm 7.323593851243e-04 
128 KSP Residual norm 7.321967700368e-04 
129 KSP Residual norm 7.320311532341e-04 
130 KSP Residual norm 7.320161812414e-04 
131 KSP Residual norm 7.318953732770e-04 
132 KSP Residual norm 7.318947709204e-04 
133 KSP Residual norm 7.310255064121e-04 
134 KSP Residual norm 7.267062385213e-04 
135 KSP Residual norm 7.184158484234e-04 
136 KSP Residual norm 7.134758889991e-04 
137 KSP Residual norm 7.108101571105e-04 
138 KSP Residual norm 7.048156642273e-04 
139 KSP Residual norm 7.026163867148e-04 
