It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	1.16854	1	0	0
1	0.000305074	0.000261072	4875.68	156
2	3.91307e-06	3.34867e-06	48.9957	38
3	3.95235e-08	3.38229e-08	0.174927	13
4	1.55578e-09	1.33138e-09	0.00116381	2
5	1.55578e-09	1.33138e-09	0	0
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	1.16854	1	0	0
1	0.000305074	0.000261072	4875.69	33
2	3.91306e-06	3.34867e-06	48.9973	38
3	3.95322e-08	3.38303e-08	0.174922	13
4	1.68245e-09	1.43978e-09	0.00115696	2
5	1.68245e-09	1.43978e-09	0	0
