It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	5.41605	1	0	0
1	0.000545753	0.000100766	3840.81	178
2	7.76108e-06	1.43298e-06	43.67	80
3	8.70069e-08	1.60647e-08	0.173144	36
4	1.50794e-09	2.78421e-10	0.00135156	3
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	5.41605	1	0	0
1	0.000545754	0.000100766	3840.81	29
2	7.76111e-06	1.43298e-06	43.6704	80
3	8.70072e-08	1.60647e-08	0.173146	36
4	1.50499e-09	2.77876e-10	0.00135148	3
