It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	0.406075	1	0	0
1	0.000295778	0.000728383	4857.54	86
2	3.72479e-06	9.17268e-06	48.1145	25
3	3.70631e-08	9.12716e-08	0.168913	9
4	3.12231e-09	7.68901e-09	0.00156005	2
5	3.12231e-09	7.68901e-09	0	0
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	0.406075	1	0	0
1	0.000295778	0.000728383	4857.54	35
2	3.72482e-06	9.17275e-06	48.1167	25
3	3.70638e-08	9.12733e-08	0.168912	9
4	3.15228e-09	7.76281e-09	0.00154875	2
5	3.15228e-09	7.76281e-09	0	0
