It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	12.5078	1	0	0
1	0.000478127	3.82263e-05	6065.5	194
2	7.2798e-06	5.82021e-07	76.4496	123
3	8.6302e-08	6.89986e-09	0.324844	55
4	2.27019e-09	1.81502e-10	0.00257669	7
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	12.5078	1	0	0
1	0.000478127	3.82264e-05	6065.5	25
2	7.27983e-06	5.82024e-07	76.4496	123
3	8.63025e-08	6.8999e-09	0.324846	55
4	2.26973e-09	1.81465e-10	0.00257674	7
