It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	2.4967	1	0	0
1	0.000678983	0.000271952	2563.32	138
2	9.15338e-06	3.66619e-06	27.2973	53
3	9.74621e-08	3.90363e-08	0.102533	25
4	1.24569e-09	4.98936e-10	0.000778633	3
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	2.4967	1	0	0
1	0.000678983	0.000271952	2563.32	32
2	9.15338e-06	3.66619e-06	27.2972	53
3	9.74621e-08	3.90363e-08	0.102533	25
4	1.24622e-09	4.99147e-10	0.000778653	3
