It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	1.19526	1	0	0
1	0.000893089	0.000747194	1769.93	92
2	1.16129e-05	9.71584e-06	18.1749	37
3	1.19453e-07	9.99388e-08	0.0659603	14
4	1.35632e-09	1.13475e-09	0.000480931	3
5	1.35632e-09	1.13475e-09	0	0
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	1.19526	1	0	0
1	0.000893089	0.000747194	1769.93	34
2	1.16129e-05	9.71583e-06	18.1749	37
3	1.19453e-07	9.9939e-08	0.0659603	14
4	1.36011e-09	1.13793e-09	0.000480963	3
5	1.36011e-09	1.13793e-09	0	0
