It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	3.3805	1	0	0
1	0.000112024	3.31381e-05	13929	200
2	1.46245e-06	4.32612e-07	142.445	162
3	1.53165e-08	4.53083e-09	0.524212	17
4	3.80188e-09	1.12465e-09	0.00115287	1
5	3.80188e-09	1.12465e-09	0	0
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	3.3805	1	0	0
1	0.000112041	3.31434e-05	13929.1	28
2	1.46633e-06	4.3376e-07	142.695	67
3	1.55009e-08	4.58538e-09	0.519933	16
4	3.33205e-09	9.85668e-10	0.00528203	2
