It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	3.82977	1	0	0
1	0.00109057	0.000284761	1929.53	124
2	1.54838e-05	4.04302e-06	21.9534	62
3	1.73512e-07	4.5306e-08	0.0869829	31
4	1.89148e-09	4.9389e-10	0.00066454	3
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	3.82977	1	0	0
1	0.00109057	0.000284761	1929.53	31
2	1.54838e-05	4.04302e-06	21.9534	62
3	1.73512e-07	4.5306e-08	0.086983	31
4	1.89128e-09	4.93837e-10	0.000664544	3
