It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	8.84437	1	0	0
1	0.000955951	0.000108086	3040.04	100
2	1.45455e-05	1.6446e-06	38.3292	85
3	1.7238e-07	1.94904e-08	0.162872	52
4	2.1514e-09	2.4325e-10	0.00131789	8
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	8.84437	1	0	0
1	0.000955951	0.000108086	3040.04	27
2	1.45455e-05	1.6446e-06	38.329	85
3	1.7238e-07	1.94904e-08	0.162871	52
4	2.15143e-09	2.43254e-10	0.00131789	8
