It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	0.287187	1	0	0
1	0.000587417	0.00204541	2473.75	52
2	7.32121e-06	2.54928e-05	24.5706	23
3	7.25915e-08	2.52767e-07	0.085861	9
4	1.74212e-09	6.06614e-09	0.00061636	2
5	1.74212e-09	6.06614e-09	0	0
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	0.287187	1	0	0
1	0.000587417	0.00204541	2473.75	37
2	7.32129e-06	2.54931e-05	24.5713	23
3	7.25919e-08	2.52769e-07	0.0858605	9
4	1.74152e-09	6.06407e-09	0.000616328	2
5	1.74152e-09	6.06407e-09	0	0
