It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	1.65255	1	0	0
1	0.000152668	9.23834e-05	9705.65	200
2	1.96131e-06	1.18684e-06	97.4631	49
3	2.01161e-08	1.21728e-08	0.348637	14
4	3.53296e-09	2.13788e-09	0.0038849	2
5	3.53296e-09	2.13788e-09	0	0
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	1.65255	1	0	0
1	0.000152669	9.23838e-05	9705.64	31
2	1.96145e-06	1.18692e-06	97.4616	46
3	2.0063e-08	1.21406e-08	0.349213	13
4	2.9401e-09	1.77913e-09	0.00348724	2
5	2.9401e-09	1.77913e-09	0	0
