It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	0.203205	1	0	0
1	0.00115194	0.00566887	1281.9	44
2	1.40314e-05	6.90504e-05	12.8058	28
3	1.38727e-07	6.82693e-07	0.044498	10
4	1.47738e-09	7.27036e-09	0.000389955	3
5	1.47738e-09	7.27036e-09	0	0
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	0.203205	1	0	0
1	0.00115194	0.00566887	1281.9	40
2	1.40314e-05	6.90505e-05	12.8059	28
3	1.38727e-07	6.82693e-07	0.0444981	10
4	1.47705e-09	7.26876e-09	0.000389973	3
5	1.47705e-09	7.26876e-09	0	0
