It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	2.39038	1	0	0
1	0.000224011	9.37135e-05	6981.03	200
2	2.9297e-06	1.22562e-06	71.5349	51
3	3.02196e-08	1.26421e-08	0.26051	15
4	1.98329e-09	8.29696e-10	0.00180313	2
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	2.39038	1	0	0
1	0.000224011	9.37134e-05	6981.03	31
2	2.92965e-06	1.2256e-06	71.5355	52
3	3.02553e-08	1.26571e-08	0.260175	14
4	2.28232e-09	9.54793e-10	0.00211529	2
