It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	1.69027	1	0	0
1	0.000447635	0.00026483	3506.98	150
2	5.84469e-06	3.45783e-06	35.9624	43
3	6.01709e-08	3.55983e-08	0.130775	14
4	1.99253e-09	1.17882e-09	0.000830148	2
5	1.99253e-09	1.17882e-09	0	0
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	1.69027	1	0	0
1	0.000447635	0.00026483	3506.98	32
2	5.8447e-06	3.45784e-06	35.9625	42
3	6.01695e-08	3.55975e-08	0.130785	14
4	1.92589e-09	1.13939e-09	0.000828772	2
5	1.92589e-09	1.13939e-09	0	0
