It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	3.53083	1	0	0
1	0.000339784	9.62336e-05	5102.5	200
2	4.58807e-06	1.29943e-06	54.2993	67
3	4.89203e-08	1.38552e-08	0.203921	26
4	1.94522e-09	5.50923e-10	0.00169322	3
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	3.53083	1	0	0
1	0.000339785	9.62336e-05	5102.5	30
2	4.5881e-06	1.29944e-06	54.2998	68
3	4.89225e-08	1.38558e-08	0.20392	26
4	1.97677e-09	5.59859e-10	0.00169912	3
