It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	4.99333	1	0	0
1	0.000169963	3.40379e-05	10181	200
2	2.29961e-06	4.60537e-07	108.513	153
3	2.45794e-08	4.92245e-09	0.406606	17
4	2.43105e-09	4.86858e-10	0.00330632	2
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	4.99333	1	0	0
1	0.000169947	3.40347e-05	10180.8	28
2	2.29634e-06	4.59882e-07	108.31	84
3	2.46024e-08	4.92704e-09	0.406824	20
4	2.7423e-09	5.49192e-10	0.00305636	2
