It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	0.82632	1	0	0
1	0.00060866	0.000736591	2460.67	94
2	7.77479e-06	9.40893e-06	24.7617	32
3	7.84108e-08	9.48915e-08	0.0882126	13
4	1.89305e-09	2.29094e-09	0.000530686	2
5	1.89305e-09	2.29094e-09	0	0
It	ResidualNorm	ResRelNorm	NormDiffPrevIt	GMRESits
0	0.82632	1	0	0
1	0.00060866	0.000736591	2460.67	34
2	7.77481e-06	9.40895e-06	24.7621	32
3	7.84116e-08	9.48925e-08	0.0882118	13
4	1.90543e-09	2.30592e-09	0.000530921	2
5	1.90543e-09	2.30592e-09	0	0
