  Residual norms for solver_ solve.
  0 KSP Residual norm 9.510121777343e-01 
  1 KSP Residual norm 8.724457359719e-02 
  2 KSP Residual norm 8.126516416028e-02 
  3 KSP Residual norm 6.108604241468e-02 
  4 KSP Residual norm 5.042146859928e-02 
  5 KSP Residual norm 4.107493611920e-02 
  6 KSP Residual norm 3.819496546340e-02 
  7 KSP Residual norm 3.475864175724e-02 
  8 KSP Residual norm 3.166517850977e-02 
  9 KSP Residual norm 2.758883173198e-02 
 10 KSP Residual norm 2.184527500377e-02 
 11 KSP Residual norm 1.950841139360e-02 
 12 KSP Residual norm 1.904211408723e-02 
 13 KSP Residual norm 1.863326050774e-02 
 14 KSP Residual norm 1.753323681214e-02 
 15 KSP Residual norm 1.572187232486e-02 
 16 KSP Residual norm 1.526950078454e-02 
 17 KSP Residual norm 1.507368235296e-02 
 18 KSP Residual norm 1.407633466418e-02 
 19 KSP Residual norm 1.200079446281e-02 
 20 KSP Residual norm 8.903342012987e-03 
 21 KSP Residual norm 7.801964772055e-03 
 22 KSP Residual norm 7.365102676620e-03 
 23 KSP Residual norm 6.842082986860e-03 
 24 KSP Residual norm 5.634329909512e-03 
 25 KSP Residual norm 3.996607401226e-03 
 26 KSP Residual norm 3.440600848475e-03 
 27 KSP Residual norm 3.335572649832e-03 
 28 KSP Residual norm 3.300884675845e-03 
 29 KSP Residual norm 2.982114154588e-03 
 30 KSP Residual norm 2.763292640984e-03 
 31 KSP Residual norm 2.685781990473e-03 
 32 KSP Residual norm 2.641633357914e-03 
 33 KSP Residual norm 2.555478246242e-03 
 34 KSP Residual norm 2.323038590605e-03 
 35 KSP Residual norm 2.232141020603e-03 
 36 KSP Residual norm 2.218172595905e-03 
 37 KSP Residual norm 2.197717179214e-03 
 38 KSP Residual norm 2.072365581470e-03 
 39 KSP Residual norm 1.611679137660e-03 
 40 KSP Residual norm 1.243251394024e-03 
 41 KSP Residual norm 1.164629147063e-03 
 42 KSP Residual norm 1.137198853856e-03 
 43 KSP Residual norm 1.117922792921e-03 
 44 KSP Residual norm 9.453585745037e-04 
 45 KSP Residual norm 6.683297582623e-04 
 46 KSP Residual norm 6.035665613334e-04 
 47 KSP Residual norm 5.676137174508e-04 
 48 KSP Residual norm 4.661537594305e-04 
 49 KSP Residual norm 3.664859501241e-04 
 50 KSP Residual norm 3.121214852427e-04 
 51 KSP Residual norm 3.013468032253e-04 
 52 KSP Residual norm 2.921287479481e-04 
 53 KSP Residual norm 2.341808747019e-04 
 54 KSP Residual norm 1.689218351389e-04 
 55 KSP Residual norm 1.598626531846e-04 
 56 KSP Residual norm 1.484867306244e-04 
 57 KSP Residual norm 1.110294190582e-04 
 58 KSP Residual norm 7.076482940982e-05 
 59 KSP Residual norm 6.831724967889e-05 
 60 KSP Residual norm 6.517301006854e-05 
 61 KSP Residual norm 4.864366487129e-05 
 62 KSP Residual norm 2.946934516189e-05 
 63 KSP Residual norm 2.686881095883e-05 
 64 KSP Residual norm 2.584285480232e-05 
 65 KSP Residual norm 2.131211595398e-05 
 66 KSP Residual norm 1.055208922952e-05 
 67 KSP Residual norm 9.475286001794e-06 
 68 KSP Residual norm 9.336224193701e-06 
 69 KSP Residual norm 8.731734832879e-06 
 70 KSP Residual norm 7.781827083112e-06 
 71 KSP Residual norm 6.701823148265e-06 
 72 KSP Residual norm 6.577138012577e-06 
 73 KSP Residual norm 6.460342522379e-06 
 74 KSP Residual norm 5.046732202060e-06 
 75 KSP Residual norm 4.498837120414e-06 
 76 KSP Residual norm 4.370720269855e-06 
 77 KSP Residual norm 3.992004897082e-06 
 78 KSP Residual norm 3.354186213003e-06 
 79 KSP Residual norm 3.288624083017e-06 
 80 KSP Residual norm 3.161726910897e-06 
 81 KSP Residual norm 2.666488150716e-06 
 82 KSP Residual norm 2.558721491293e-06 
 83 KSP Residual norm 2.468492102493e-06 
 84 KSP Residual norm 2.046328187245e-06 
 85 KSP Residual norm 1.838666845584e-06 
 86 KSP Residual norm 1.807954988240e-06 
 87 KSP Residual norm 1.678766156302e-06 
 88 KSP Residual norm 8.984188954443e-07 
 89 KSP Residual norm 6.296943959825e-07 
 90 KSP Residual norm 6.061249114339e-07 
 91 KSP Residual norm 3.548954439655e-07 
 92 KSP Residual norm 2.441949895806e-07 
 93 KSP Residual norm 2.338274690584e-07 
 94 KSP Residual norm 1.232682591154e-07 
 95 KSP Residual norm 1.125949055914e-07 
 96 KSP Residual norm 9.441706169044e-08 
 97 KSP Residual norm 2.631100618314e-08 
 98 KSP Residual norm 9.810075391308e-09 
 99 KSP Residual norm 9.337721435580e-09 
100 KSP Residual norm 6.507593894152e-09 
  Residual norms for solver_ solve.
  0 KSP Residual norm 9.510121777343e-01 
  1 KSP Residual norm 8.724457359719e-02 
  2 KSP Residual norm 8.126516416028e-02 
  3 KSP Residual norm 6.108604241468e-02 
  4 KSP Residual norm 5.042146859928e-02 
  5 KSP Residual norm 4.107493611920e-02 
  6 KSP Residual norm 3.819496546340e-02 
  7 KSP Residual norm 3.475864175724e-02 
  8 KSP Residual norm 3.166517850977e-02 
  9 KSP Residual norm 2.758883173198e-02 
 10 KSP Residual norm 2.184527500377e-02 
 11 KSP Residual norm 1.950841139360e-02 
 12 KSP Residual norm 1.904211408723e-02 
 13 KSP Residual norm 1.863326050774e-02 
 14 KSP Residual norm 1.753323681214e-02 
 15 KSP Residual norm 1.572187232486e-02 
 16 KSP Residual norm 1.526950078454e-02 
 17 KSP Residual norm 1.507368235296e-02 
 18 KSP Residual norm 1.407633466418e-02 
 19 KSP Residual norm 1.200079446281e-02 
 20 KSP Residual norm 8.903342012987e-03 
 21 KSP Residual norm 7.801964772055e-03 
 22 KSP Residual norm 7.365102676620e-03 
