  Residual norms for solver_ solve.
  0 KSP Residual norm 1.893744613876e+00 
  1 KSP Residual norm 5.976691450027e-01 
  2 KSP Residual norm 2.927529693535e-01 
  3 KSP Residual norm 1.001771531232e-01 
  4 KSP Residual norm 6.380963429228e-02 
  5 KSP Residual norm 5.360779531122e-02 
  6 KSP Residual norm 4.730345887241e-02 
  7 KSP Residual norm 4.192941090982e-02 
  8 KSP Residual norm 2.839864758082e-02 
  9 KSP Residual norm 1.907893825220e-02 
 10 KSP Residual norm 1.598224796366e-02 
 11 KSP Residual norm 1.444834414231e-02 
 12 KSP Residual norm 1.372909081363e-02 
 13 KSP Residual norm 1.259125453695e-02 
 14 KSP Residual norm 1.077303469919e-02 
 15 KSP Residual norm 8.877201692283e-03 
 16 KSP Residual norm 8.004434451217e-03 
 17 KSP Residual norm 7.599519733749e-03 
 18 KSP Residual norm 7.152683860095e-03 
 19 KSP Residual norm 6.392236267404e-03 
 20 KSP Residual norm 5.152582123412e-03 
 21 KSP Residual norm 4.625903338884e-03 
 22 KSP Residual norm 4.496514337409e-03 
 23 KSP Residual norm 4.441413808360e-03 
 24 KSP Residual norm 4.378735313569e-03 
 25 KSP Residual norm 4.247495439953e-03 
 26 KSP Residual norm 4.152640863087e-03 
 27 KSP Residual norm 4.115663443017e-03 
 28 KSP Residual norm 4.096674992022e-03 
 29 KSP Residual norm 4.059123282150e-03 
 30 KSP Residual norm 3.945775444247e-03 
 31 KSP Residual norm 3.831466962384e-03 
 32 KSP Residual norm 3.780792966344e-03 
 33 KSP Residual norm 3.759148848050e-03 
 34 KSP Residual norm 3.734646203962e-03 
 35 KSP Residual norm 3.653626273521e-03 
 36 KSP Residual norm 3.513199258661e-03 
 37 KSP Residual norm 3.391194000850e-03 
 38 KSP Residual norm 3.328955921226e-03 
 39 KSP Residual norm 3.263289156350e-03 
 40 KSP Residual norm 3.083693100420e-03 
 41 KSP Residual norm 2.720668990718e-03 
 42 KSP Residual norm 2.442324833624e-03 
 43 KSP Residual norm 2.345023980420e-03 
 44 KSP Residual norm 2.271122042547e-03 
 45 KSP Residual norm 2.117906461003e-03 
 46 KSP Residual norm 1.798206428614e-03 
 47 KSP Residual norm 1.559811986981e-03 
 48 KSP Residual norm 1.489863474399e-03 
 49 KSP Residual norm 1.443668849890e-03 
 50 KSP Residual norm 1.369561889802e-03 
 51 KSP Residual norm 1.210863535235e-03 
 52 KSP Residual norm 1.119377906051e-03 
 53 KSP Residual norm 1.087420133285e-03 
 54 KSP Residual norm 1.074112567481e-03 
 55 KSP Residual norm 1.057602611533e-03 
 56 KSP Residual norm 1.023940944959e-03 
 57 KSP Residual norm 9.904740874250e-04 
 58 KSP Residual norm 9.778752220411e-04 
 59 KSP Residual norm 9.735233712364e-04 
 60 KSP Residual norm 9.667539126903e-04 
 61 KSP Residual norm 9.482101958136e-04 
 62 KSP Residual norm 9.270789852253e-04 
 63 KSP Residual norm 9.166627218325e-04 
 64 KSP Residual norm 9.138160411202e-04 
 65 KSP Residual norm 9.118572678942e-04 
 66 KSP Residual norm 9.065226322886e-04 
 67 KSP Residual norm 8.960976230018e-04 
 68 KSP Residual norm 8.894481010343e-04 
 69 KSP Residual norm 8.870215598200e-04 
 70 KSP Residual norm 8.846776443481e-04 
 71 KSP Residual norm 8.775269121819e-04 
 72 KSP Residual norm 8.590904399425e-04 
 73 KSP Residual norm 8.444189989432e-04 
 74 KSP Residual norm 8.393794955822e-04 
 75 KSP Residual norm 8.338885341229e-04 
 76 KSP Residual norm 8.183192722827e-04 
 77 KSP Residual norm 7.844722130555e-04 
 78 KSP Residual norm 7.523924939445e-04 
 79 KSP Residual norm 7.402050418233e-04 
 80 KSP Residual norm 7.319741566053e-04 
 81 KSP Residual norm 7.087170576137e-04 
 82 KSP Residual norm 6.594037761863e-04 
 83 KSP Residual norm 6.024534993072e-04 
 84 KSP Residual norm 5.745945225362e-04 
 85 KSP Residual norm 5.593325337348e-04 
 86 KSP Residual norm 5.353682759758e-04 
 87 KSP Residual norm 4.815220613660e-04 
 88 KSP Residual norm 4.220356170810e-04 
 89 KSP Residual norm 3.936700436169e-04 
 90 KSP Residual norm 3.842255983943e-04 
 91 KSP Residual norm 3.746062522021e-04 
 92 KSP Residual norm 3.532416494293e-04 
 93 KSP Residual norm 3.365363455657e-04 
 94 KSP Residual norm 3.312782239429e-04 
 95 KSP Residual norm 3.295380083907e-04 
 96 KSP Residual norm 3.280570391133e-04 
 97 KSP Residual norm 3.244063098009e-04 
 98 KSP Residual norm 3.168889638370e-04 
 99 KSP Residual norm 3.124967413416e-04 
100 KSP Residual norm 3.111174838330e-04 
