  Residual norms for solver_ solve.
  0 KSP Residual norm 7.221311751672e+00 
  1 KSP Residual norm 2.116587211866e-02 
  2 KSP Residual norm 1.219064585854e-02 
  3 KSP Residual norm 7.381101672943e-03 
  4 KSP Residual norm 6.058808250210e-03 
  5 KSP Residual norm 3.358951013008e-03 
  6 KSP Residual norm 3.154594768306e-03 
  7 KSP Residual norm 1.317676059416e-03 
  8 KSP Residual norm 1.286684263394e-03 
  9 KSP Residual norm 7.040154315611e-04 
 10 KSP Residual norm 6.920420411750e-04 
 11 KSP Residual norm 3.272877206065e-04 
 12 KSP Residual norm 3.032076396711e-04 
 13 KSP Residual norm 1.351766199699e-04 
 14 KSP Residual norm 1.246994859415e-04 
 15 KSP Residual norm 5.457752888261e-05 
 16 KSP Residual norm 4.532028613810e-05 
 17 KSP Residual norm 2.065070800682e-05 
 18 KSP Residual norm 1.676235822825e-05 
 19 KSP Residual norm 6.371953262598e-06 
 20 KSP Residual norm 6.369664163838e-06 
 21 KSP Residual norm 3.120857248443e-06 
 22 KSP Residual norm 3.051045128548e-06 
 23 KSP Residual norm 1.354583052399e-06 
 24 KSP Residual norm 1.275011437871e-06 
 25 KSP Residual norm 4.821748430886e-07 
 26 KSP Residual norm 4.614487290205e-07 
 27 KSP Residual norm 1.769069024657e-07 
 28 KSP Residual norm 1.606632410094e-07 
 29 KSP Residual norm 6.950203675638e-08 
 30 KSP Residual norm 5.701680596704e-08 
 31 KSP Residual norm 1.701306842944e-08 
 32 KSP Residual norm 1.563040148129e-08 
 33 KSP Residual norm 7.120523012040e-09 
 34 KSP Residual norm 7.094185809277e-09 
 35 KSP Residual norm 3.567383403490e-09 
 36 KSP Residual norm 3.453976339426e-09 
 37 KSP Residual norm 1.762218511217e-09 
 38 KSP Residual norm 1.677015382142e-09 
 39 KSP Residual norm 8.502522419772e-10 
