% size 25 25
% Non Zeros 217
1 20 -6.70926291917418e-01
1 19 1.48184747297403e-03
1 9 1.65972222222222e-01
1 14 -7.74059434414379e-03
1 16 -6.61703850100301e-01
1 15 4.83322353588563e-02
1 6 1.65972222222222e-01
1 1 9.68537842218321e-01
1 5 -9.92563313273198e-03
2 18 -6.36407480605707e-01
2 17 -6.96925852727628e-01
2 13 -1.02220026273268e-02
2 2 1.00416666666667e+00
2 6 1.77879483233033e-01
2 7 1.61509186060961e-01
3 25 -6.66666666666667e-01
3 24 -6.66666666666667e-01
3 21 -2.77777777777778e-03
3 3 1.00416666666667e+00
3 8 1.65972222222222e-01
3 9 1.65972222222222e-01
4 22 -2.77777777777778e-03
4 23 -6.66666666666667e-01
4 8 1.65972222222222e-01
4 12 -6.66666666666667e-01
4 11 -2.77777777777761e-03
4 10 8.51640806487364e-17
4 7 1.65972222222222e-01
4 5 -1.38888888888884e-03
4 4 1.00833333333333e+00
5 23 -2.77777777777761e-03
5 22 -1.33333333333333e+00
5 21 -2.77777777777778e-03
5 8 3.31944444444444e-01
5 20 -3.37051676696732e-03
5 19 -1.33274059434414e+00
5 9 3.31944444444445e-01
5 16 9.62926363813742e-03
5 15 -3.88779091441166e-03
5 1 4.37007757717652e-03
5 14 -1.34266622747688e+00
5 13 -6.44466403933987e-03
5 6 3.33629702827928e-01
5 12 -2.77777777777778e-03
5 11 -1.33640748060571e+00
5 10 8.51640806487364e-17
5 7 3.33926072322523e-01
5 5 4.02312882444835e+00
5 4 -1.38888888888884e-03
6 18 -7.74059434414379e-03
6 17 -6.61703850100301e-01
6 2 1.65972222222222e-01
6 16 -6.96925852727628e-01
6 15 -1.02220026273268e-02
6 1 1.77879483233033e-01
6 14 -1.30733377252312e+00
6 11 1.48184747297403e-03
6 13 4.83322353588563e-02
6 5 3.27481408283183e-01
6 7 -9.92563313273198e-03
6 6 1.97270450888499e+00
7 18 -6.79073708082582e-01
7 17 9.62926363813742e-03
7 2 1.65972222222222e-01
7 14 -3.37051676696732e-03
7 13 -3.88779091441166e-03
7 6 4.37007757717652e-03
7 12 -6.66666666666667e-01
7 11 -1.33274059434414e+00
7 10 -2.77777777777778e-03
7 7 2.01062882444835e+00
7 5 3.31944444444445e-01
7 4 1.65972222222222e-01
8 25 -2.77777777777778e-03
8 24 -6.66666666666667e-01
8 3 1.65972222222222e-01
8 23 -6.66666666666667e-01
8 10 -2.77777777777778e-03
8 4 1.65972222222222e-01
8 22 -1.33333333333333e+00
8 19 -2.77777777777761e-03
8 21 8.51640806487364e-17
8 5 3.31944444444444e-01
8 9 -1.38888888888884e-03
8 8 2.01250000000000e+00
9 25 -6.66666666666667e-01
9 24 -2.77777777777761e-03
9 3 1.65972222222222e-01
9 22 -2.77777777777778e-03
9 21 8.51640806487364e-17
9 8 -1.38888888888884e-03
9 20 -6.63592519394295e-01
9 19 -1.33640748060571e+00
9 15 -6.44466403933987e-03
9 9 2.01250000000000e+00
9 5 3.33926072322523e-01
9 1 1.67657480605706e-01
10 22 -1.32222222222222e+00
10 23 -1.32222222222222e+00
10 8 -2.77777777777778e-03
10 12 -1.32222222222222e+00
10 11 -1.32222222222222e+00
10 10 5.37777777777778e+00
10 7 -2.77777777777778e-03
10 5 8.51640806487364e-17
10 4 8.51640806487364e-17
11 14 2.10367442438431e-02
11 13 -1.31466754504625e+00
11 6 -5.96237737657499e-03
11 12 1.11111111111111e-02
11 11 5.36785214464505e+00
11 10 -1.32222222222222e+00
11 7 -1.33770341091051e+00
11 5 -1.33333333333333e+00
11 4 -2.77777777777761e-03
12 12 2.68888888888889e+00
12 11 1.11111111111111e-02
12 10 -1.32222222222222e+00
12 7 -6.66666666666667e-01
12 5 -2.77777777777778e-03
12 4 -6.66666666666667e-01
13 18 -1.30237095595676e+00
13 17 -1.34207348848769e+00
13 2 -2.77777777777778e-03
13 14 -1.31985126626546e+00
13 11 -1.32459317817898e+00
13 13 5.42222222222222e+00
13 5 -2.77777777777778e-03
13 7 -1.42957107099084e-02
13 6 -3.01487337345359e-02
14 16 -2.71850387885882e-02
14 15 -1.31089020645826e+00
14 1 -5.96237737657515e-03
14 14 5.42222222222222e+00
14 11 4.96281656636601e-03
14 13 -1.31133201576396e+00
14 5 -1.34148074949850e+00
14 7 -5.14873373453596e-03
14 6 -1.34185258383484e+00
15 20 -1.31985126626546e+00
15 19 -1.32459317817898e+00
15 9 -2.77777777777778e-03
15 14 -1.30237095595676e+00
15 16 -1.34207348848769e+00
15 15 5.42222222222222e+00
15 6 -2.77777777777778e-03
15 1 -3.01487337345359e-02
15 5 -1.42957107099084e-02
16 14 9.00743668672680e-02
16 16 2.60992563313273e+00
16 15 -1.26311023273153e+00
16 6 -6.66666666666667e-01
16 1 -7.01185477978380e-01
16 5 -2.73709559567580e-02
17 18 9.00743668672680e-02
17 17 2.60992563313273e+00
17 13 -1.26311023273153e+00
17 2 -6.66666666666667e-01
17 6 -7.01185477978380e-01
17 7 -2.73709559567580e-02
18 18 2.72718503878859e+00
18 17 -2.71850387885882e-02
18 13 -1.31089020645826e+00
18 2 -6.66666666666667e-01
18 6 -5.96237737657515e-03
18 7 -6.74814082831830e-01
19 22 1.11111111111111e-02
19 21 -1.32222222222222e+00
19 8 -2.77777777777761e-03
19 20 2.10367442438431e-02
19 19 5.36785214464505e+00
19 15 -1.31466754504625e+00
19 9 -1.33333333333333e+00
19 5 -1.33770341091051e+00
19 1 -5.96237737657499e-03
20 20 2.69503718343363e+00
20 19 4.96281656636601e-03
