% size 25 50
% Non Zeros 434
1 45 0.00000000000000e+00
1 44 0.00000000000000e+00
1 34 0.00000000000000e+00
1 20 0.00000000000000e+00
1 19 0.00000000000000e+00
1 9 0.00000000000000e+00
1 39 0.00000000000000e+00
1 41 0.00000000000000e+00
1 40 0.00000000000000e+00
1 31 0.00000000000000e+00
1 26 0.00000000000000e+00
1 30 0.00000000000000e+00
1 14 0.00000000000000e+00
1 16 0.00000000000000e+00
1 15 0.00000000000000e+00
1 6 0.00000000000000e+00
1 1 0.00000000000000e+00
1 5 0.00000000000000e+00
2 43 0.00000000000000e+00
2 42 0.00000000000000e+00
2 38 0.00000000000000e+00
2 27 0.00000000000000e+00
2 31 0.00000000000000e+00
2 32 0.00000000000000e+00
2 18 0.00000000000000e+00
2 17 0.00000000000000e+00
2 13 0.00000000000000e+00
2 2 0.00000000000000e+00
2 6 0.00000000000000e+00
2 7 0.00000000000000e+00
3 50 0.00000000000000e+00
3 49 0.00000000000000e+00
3 46 0.00000000000000e+00
3 28 0.00000000000000e+00
3 33 0.00000000000000e+00
3 34 0.00000000000000e+00
3 25 0.00000000000000e+00
3 24 0.00000000000000e+00
3 21 0.00000000000000e+00
3 3 0.00000000000000e+00
3 8 0.00000000000000e+00
3 9 0.00000000000000e+00
4 47 0.00000000000000e+00
4 48 0.00000000000000e+00
4 33 0.00000000000000e+00
4 22 0.00000000000000e+00
4 23 0.00000000000000e+00
4 8 0.00000000000000e+00
4 37 0.00000000000000e+00
4 36 0.00000000000000e+00
4 35 0.00000000000000e+00
4 32 0.00000000000000e+00
4 30 0.00000000000000e+00
4 29 0.00000000000000e+00
4 12 0.00000000000000e+00
4 11 0.00000000000000e+00
4 10 0.00000000000000e+00
4 7 0.00000000000000e+00
4 5 0.00000000000000e+00
4 4 0.00000000000000e+00
5 48 0.00000000000000e+00
5 23 -1.58730158730159e-02
5 47 0.00000000000000e+00
5 46 0.00000000000000e+00
5 33 0.00000000000000e+00
5 22 -1.26984126984127e-02
5 21 0.00000000000000e+00
5 8 8.73015873015872e-03
5 45 0.00000000000000e+00
5 44 0.00000000000000e+00
5 34 0.00000000000000e+00
5 20 0.00000000000000e+00
5 19 0.00000000000000e+00
5 9 0.00000000000000e+00
5 41 0.00000000000000e+00
5 40 0.00000000000000e+00
5 26 0.00000000000000e+00
5 16 0.00000000000000e+00
5 15 0.00000000000000e+00
5 1 0.00000000000000e+00
5 39 0.00000000000000e+00
5 38 0.00000000000000e+00
5 31 0.00000000000000e+00
5 14 -1.26984126984127e-02
5 13 -1.58730158730159e-02
5 6 0.00000000000000e+00
5 37 3.70737729830082e-19
5 36 2.91881197276297e-18
5 35 3.70737729830082e-19
5 32 -9.26844324575200e-20
5 30 -9.26844324575200e-20
5 29 -1.73596398445621e-19
5 12 -5.39682539682540e-02
5 11 -6.34920634920635e-02
5 10 -6.34920634920635e-02
5 7 -1.11111111111111e-02
5 5 -2.38095238095238e-02
5 4 -1.11111111111111e-02
6 43 3.70737729830082e-19
6 42 0.00000000000000e+00
6 27 0.00000000000000e+00
6 18 -5.39682539682540e-02
6 17 0.00000000000000e+00
6 2 0.00000000000000e+00
6 41 0.00000000000000e+00
6 40 0.00000000000000e+00
