% size 9 50
% Non Zeros 171
1 45 -8.33333333333334e-02
1 44 -8.33333333333333e-02
1 34 4.33680868994202e-18
1 26 8.33333333333334e-02
1 20 1.66666666666667e-01
1 9 -4.33680868994202e-18
1 41 1.66666666666667e-01
1 40 -8.33333333333334e-02
1 31 -3.46944695195361e-18
1 30 3.46944695195361e-18
1 14 -8.33333333333333e-02
1 16 -8.33333333333334e-02
1 15 -8.33333333333333e-02
1 6 3.46944695195361e-18
1 1 8.33333333333334e-02
1 5 2.50571168752205e-17
2 43 -8.33333333333334e-02
2 42 8.33333333333333e-02
2 38 -8.33333333333333e-02
2 27 8.33333333333334e-02
2 32 -2.68882138776405e-17
2 18 -8.33333333333333e-02
2 17 8.33333333333334e-02
2 13 8.33333333333333e-02
2 2 -8.33333333333334e-02
2 6 -3.46944695195361e-18
2 7 4.00913870003529e-17
3 50 8.33333333333334e-02
3 49 -8.33333333333333e-02
3 46 8.33333333333333e-02
3 28 -8.33333333333334e-02
3 34 2.68882138776405e-17
3 25 8.33333333333333e-02
3 24 -8.33333333333334e-02
3 21 -8.33333333333333e-02
3 3 8.33333333333334e-02
3 8 3.46944695195361e-18
3 9 -4.00913870003529e-17
4 48 -1.66666666666667e-01
4 33 3.46944695195361e-18
4 30 -3.46944695195361e-18
4 22 8.33333333333333e-02
4 23 8.33333333333334e-02
4 8 -3.46944695195361e-18
4 37 8.33333333333334e-02
4 36 8.33333333333333e-02
4 35 8.33333333333334e-02
4 32 -4.33680868994202e-18
4 29 -8.33333333333334e-02
4 12 -1.66666666666667e-01
4 10 8.33333333333333e-02
4 7 4.33680868994202e-18
4 5 -2.50571168752205e-17
4 4 -8.33333333333334e-02
5 48 -8.33333333333333e-02
5 47 -1.66666666666667e-01
5 46 -8.33333333333333e-02
5 33 -2.25514051876985e-17
5 22 8.33333333333333e-02
5 21 8.33333333333333e-02
5 8 3.57545783104109e-17
5 44 -8.33333333333334e-02
5 34 3.46944695195361e-18
5 26 -3.46944695195361e-18
5 20 8.33333333333333e-02
5 19 1.66666666666667e-01
5 9 -6.93889390390723e-18
5 41 8.33333333333333e-02
5 40 8.33333333333334e-02
5 15 8.33333333333333e-02
5 1 -2.50571168752205e-17
5 39 1.66666666666667e-01
5 38 8.33333333333333e-02
5 31 2.25514051876985e-17
5 14 -8.33333333333333e-02
5 13 -8.33333333333333e-02
5 6 -3.57545783104109e-17
5 36 8.33333333333334e-02
5 35 -8.33333333333334e-02
5 32 -3.46944695195361e-18
5 29 3.46944695195361e-18
5 12 -8.33333333333333e-02
5 11 -1.66666666666667e-01
5 10 -8.33333333333333e-02
5 7 6.93889390390723e-18
5 5 1.54197642309050e-18
5 4 2.50571168752205e-17
6 42 1.66666666666667e-01
6 27 -3.46944695195361e-18
6 32 3.46944695195361e-18
6 18 -8.33333333333333e-02
6 17 -8.33333333333334e-02
6 2 3.46944695195361e-18
6 41 8.33333333333333e-02
6 40 -8.33333333333333e-02
6 16 8.33333333333334e-02
6 15 8.33333333333333e-02
6 1 -3.46944695195361e-18
6 39 -1.66666666666667e-01
6 36 -8.33333333333333e-02
6 38 -8.33333333333334e-02
6 30 -2.25514051876985e-17
6 31 1.66666666666667e-01
6 14 8.33333333333333e-02
6 13 -8.33333333333333e-02
6 5 3.57545783104109e-17
6 7 2.50571168752205e-17
7 43 8.33333333333334e-02
7 42 8.33333333333333e-02
7 27 -4.33680868994202e-18
7 18 -1.66666666666667e-01
7 2 4.33680868994202e-18
7 38 8.33333333333334e-02
7 30 3.46944695195361e-18
7 31 -3.46944695195361e-18
7 14 8.33333333333333e-02
7 13 8.33333333333333e-02
7 6 -2.50571168752205e-17
7 37 -8.33333333333334e-02
7 36 -8.33333333333334e-02
7 35 -8.33333333333333e-02
7 32 2.77555756156289e-17
7 29 -2.68882138776405e-17
7 12 -8.33333333333333e-02
7 11 1.66666666666667e-01
7 10 8.33333333333333e-02
7 7 -1.66666666666667e-01
7 5 -6.93889390390723e-18
7 4 4.00913870003529e-17
8 49 -1.66666666666667e-01
8 28 3.46944695195361e-18
8 34 -3.46944695195361e-18
8 25 8.33333333333333e-02
8 24 8.33333333333334e-02
8 3 -3.46944695195361e-18
8 48 -8.33333333333333e-02
8 35 8.33333333333333e-02
8 23 -8.33333333333334e-02
8 10 -8.33333333333333e-02
8 4 3.46944695195361e-18
8 47 1.66666666666667e-01
8 44 8.33333333333333e-02
8 46 8.33333333333334e-02
8 30 2.25514051876985e-17
8 33 -1.66666666666667e-01
8 22 -8.33333333333333e-02
8 21 8.33333333333333e-02
8 5 -3.57545783104109e-17
8 9 -2.50571168752205e-17
9 50 -8.33333333333334e-02
9 49 -8.33333333333333e-02
9 28 4.33680868994202e-18
9 25 1.66666666666667e-01
9 3 -4.33680868994202e-18
9 46 -8.33333333333334e-02
9 30 -3.46944695195361e-18
9 33 3.46944695195361e-18
9 22 -8.33333333333333e-02
9 21 -8.33333333333333e-02
9 8 2.50571168752205e-17
9 45 8.33333333333334e-02
9 44 8.33333333333334e-02
9 40 8.33333333333333e-02
9 34 -2.77555756156289e-17
9 26 2.68882138776405e-17
9 20 8.33333333333333e-02
9 19 -1.66666666666667e-01
9 15 -8.33333333333333e-02
9 9 1.66666666666667e-01
9 5 6.93889390390723e-18
9 1 -4.00913870003529e-17
