  Residual norms for solver_ solve.
  0 KSP Residual norm 3.903462472149e+00 
  1 KSP Residual norm 1.379640375367e-03 
  2 KSP Residual norm 6.244634679466e-04 
  3 KSP Residual norm 6.090809935415e-04 
  4 KSP Residual norm 6.084948871404e-04 
  5 KSP Residual norm 6.053814733967e-04 
  6 KSP Residual norm 5.798732123799e-04 
  7 KSP Residual norm 4.772540410580e-04 
  8 KSP Residual norm 3.359157734094e-04 
  9 KSP Residual norm 2.679559732380e-04 
 10 KSP Residual norm 2.497220243519e-04 
 11 KSP Residual norm 2.453895629337e-04 
 12 KSP Residual norm 2.440096623755e-04 
 13 KSP Residual norm 2.429251971535e-04 
 14 KSP Residual norm 2.403093818655e-04 
 15 KSP Residual norm 2.293001955263e-04 
 16 KSP Residual norm 1.939404251353e-04 
 17 KSP Residual norm 7.839404578945e-05 
 18 KSP Residual norm 2.887807582374e-05 
 19 KSP Residual norm 9.073848195020e-06 
 20 KSP Residual norm 3.136403709494e-06 
 21 KSP Residual norm 3.117690668913e-06 
 22 KSP Residual norm 1.176911568103e-06 
 23 KSP Residual norm 1.107633012703e-06 
 24 KSP Residual norm 1.104160194536e-06 
 25 KSP Residual norm 1.076069176693e-06 
 26 KSP Residual norm 8.037197583416e-07 
 27 KSP Residual norm 5.828125576219e-07 
 28 KSP Residual norm 5.612078368568e-07 
 29 KSP Residual norm 5.595953227376e-07 
 30 KSP Residual norm 5.482157537191e-07 
 31 KSP Residual norm 4.340215146338e-07 
 32 KSP Residual norm 2.958331409676e-07 
 33 KSP Residual norm 2.790369063314e-07 
 34 KSP Residual norm 2.774347859635e-07 
 35 KSP Residual norm 2.768408471450e-07 
 36 KSP Residual norm 2.705975540134e-07 
 37 KSP Residual norm 1.836783264383e-07 
 38 KSP Residual norm 1.305112477841e-07 
 39 KSP Residual norm 1.291511456281e-07 
 40 KSP Residual norm 5.662905125328e-08 
 41 KSP Residual norm 2.448171600753e-08 
 42 KSP Residual norm 1.354883077624e-08 
 43 KSP Residual norm 1.060439738537e-08 
 44 KSP Residual norm 1.045579745288e-08 
 45 KSP Residual norm 9.076685823165e-09 
 46 KSP Residual norm 8.364025687935e-09 
 47 KSP Residual norm 7.943927854880e-09 
 48 KSP Residual norm 7.393147159534e-09 
 49 KSP Residual norm 6.945901249817e-09 
 50 KSP Residual norm 6.593303983269e-09 
 51 KSP Residual norm 6.253144963284e-09 
 52 KSP Residual norm 5.919644449465e-09 
 53 KSP Residual norm 5.640880183143e-09 
 54 KSP Residual norm 5.399388079657e-09 
 55 KSP Residual norm 5.180562936708e-09 
 56 KSP Residual norm 4.982101664067e-09 
 57 KSP Residual norm 4.801149286581e-09 
 58 KSP Residual norm 4.637215454500e-09 
 59 KSP Residual norm 4.488046206423e-09 
 60 KSP Residual norm 4.351985621638e-09 
 61 KSP Residual norm 4.227355336609e-09 
 62 KSP Residual norm 4.112751812715e-09 
 63 KSP Residual norm 4.006953095723e-09 
 64 KSP Residual norm 3.908905094704e-09 
 65 KSP Residual norm 3.817716787458e-09 
 66 KSP Residual norm 3.732624541936e-09 
 67 KSP Residual norm 3.652979837315e-09 
 68 KSP Residual norm 3.578224834607e-09 
 69 KSP Residual norm 3.507879116756e-09 
 70 KSP Residual norm 3.441525510081e-09 
 71 KSP Residual norm 3.378800213333e-09 
 72 KSP Residual norm 3.319384157076e-09 
 73 KSP Residual norm 3.262996239980e-09 
 74 KSP Residual norm 3.209387686027e-09 
 75 KSP Residual norm 3.158337425642e-09 
