  Residual norms for solver_ solve.
  0 KSP Residual norm 9.606522836320e-01 
  1 KSP Residual norm 6.319601244373e-02 
  2 KSP Residual norm 3.728720323450e-02 
  3 KSP Residual norm 1.747253962476e-02 
  4 KSP Residual norm 7.861550376333e-03 
  5 KSP Residual norm 2.646405663194e-03 
  6 KSP Residual norm 1.204536150236e-03 
  7 KSP Residual norm 6.896684159733e-04 
  8 KSP Residual norm 3.517133070925e-04 
  9 KSP Residual norm 2.574862712721e-04 
 10 KSP Residual norm 1.868323845192e-04 
 11 KSP Residual norm 1.283340419455e-04 
 12 KSP Residual norm 7.134659355657e-05 
 13 KSP Residual norm 3.555379971516e-05 
 14 KSP Residual norm 1.841078683822e-05 
 15 KSP Residual norm 8.652891295989e-06 
 16 KSP Residual norm 3.940254225543e-06 
 17 KSP Residual norm 1.955376007369e-06 
 18 KSP Residual norm 6.683713422868e-07 
 19 KSP Residual norm 4.720267734341e-07 
 20 KSP Residual norm 2.799104884565e-07 
 21 KSP Residual norm 1.433067312997e-07 
 22 KSP Residual norm 5.698800609372e-08 
 23 KSP Residual norm 3.036895526183e-08 
 24 KSP Residual norm 2.068460240420e-08 
 25 KSP Residual norm 1.229966894068e-08 
 26 KSP Residual norm 4.501444764407e-09 
 27 KSP Residual norm 2.214960935836e-09 
 28 KSP Residual norm 8.165026903923e-10 
 29 KSP Residual norm 6.544368712549e-10 
 30 KSP Residual norm 3.721916136981e-10 
 31 KSP Residual norm 1.741183370139e-10 
